,Unnamed: 0,id,scrape_id,name,description,host_id,host_name,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
7208,7208,54303470,20241221052002,Kant am Schloss,"The hustle and bustle of the big city can hardly be felt here, but rather a business of its own for decades with the well-known warm Berlin mice in the real Berlin air. Restaurant with wonderful food is right by the house. For young guests, there is an ice cream shop at the playground, and pizza bites across the street. The apartment is not far from Charlottenburg Castle, Olympic Stadium, Grunewald, 15 minutes' walk from the ICC trade fair halls at the Funkturm, 25 to Ku-Damm, a few steps from Lake Lietzensee.",10627013,Thalia,t,4.0,4.0,t,t,52.50729,13.30007,Entire vacation home,Entire home/apt,5,1.0,2.0,4.0,$109.00,30,7,7,30,30,7.0,30.0,,t,14,25,43,190,12,3,0,4.75,4.67,4.67,5.0,5.0,4.92,4.67,04/Z/ZA/005258-16,f,3,3,0,0,0.36
7212,7212,657851922216983571,20241221052002,"Berlin, Outlet, Weltgastronomie Themenpark & Natur","The apartment is in the attic of a Friesenhaus. 20 m away, 3 bus lines stop to the Zoological Garden or Spandau long-distance train station (Flixtrain stop). You live with us in the forest but in 15 minutes you are at the Olympistadion, Waldbühne, Spandau arcades, citadel, Sanssoucci Castle, orchards in the surrounding area on foot on the swimming lake with dozens of beaches and plenty of space, etc., and can easily drive to the superlatives of a big city by public transport (BVG), without brass squadrons",466186371,Björn,t,1.0,1.0,t,t,52.46372137755735,13.12692787872414,Entire condo,Entire home/apt,6,1.0,2.0,6.0,$121.00,1125,2,2,1125,1125,2.0,1125.0,,t,19,49,79,354,3,3,0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,05/z/AZ/010134-22,t,1,1,0,0,0.48
7214,7214,36047207,20241221052002,Stilvolles vollmöbliertes Apartment in Wedding,"Stylish fully furnished apartment in the well-kept old building district in Wedding-Mitte with very good public transport connections<br />The apartment, which was renovated in May 2019, is located on the 3rd floor in the quiet side wing of a Berlin Wilhelminian period house built in 1900.",870376,Andreas,t,2.0,2.0,t,t,52.55365,13.36527,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,$33.00,1000,93,93,1000,1000,93.0,1000.0,,t,0,0,0,162,1,0,0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,f,2,1,1,0,0.04
7216,7216,1055068766018713203,20241221052002,Spacious cosy room in the heart of Kreuzberg,"Large room in the heart of Kreuzberg on the 4th floor of an old building. Maybachufer is a 5-minute walk away and there is a large selection of cafes, restaurants, bars and weekly markets in the immediate vicinity. You can reach Tempelhofer Feld in 15 minutes by bike. The apartment is pleasant, bright with lots of plants.<br /><br />Public transport: M29 on the doorstep, U1/U3 5 minutes, U8 10 minutes on foot. There are also shopping opportunities within walking distance. There’s an ATM just downstairs.",37512742,Tanja Lucia,t,1.0,1.0,t,t,52.49727,13.42984,Private room in rental unit,Private room,1,1.0,1.0,1.0,$76.00,730,3,3,730,730,3.0,730.0,,t,9,39,42,42,23,23,1,5.0,4.96,5.0,4.96,5.0,4.78,4.87,02/Z/AZ/018310-24,f,1,0,1,0,2.04
7217,7217,2045192,20241221052002,Fabulous Location Rosenthaler Platz,"Our chill 2-room apartment is very quiet yet greatly central. You will have the entire space to your own as we sublet our home while we're traveling. Located on the border of Prenzlauer Berg and Mitte, in a tiny little street running just next to the fabulous Kastanienallee, makes a perfect kick-off point in the heart of almighty Berlin.",4036761,Kinga,t,3.0,3.0,t,t,52.53496,13.40607,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,$86.00,21,3,5,1125,1125,4.9,1125.0,,t,10,18,45,218,178,38,2,4.85,4.81,4.79,4.83,4.97,4.92,4.68,01/Z/AZ/009552-19,f,1,1,0,0,1.34
7220,7220,53722512,20241221052002,Schönes Zimmer in Neubauwohnung mit eigenem Bad,"- 1x furnished room in a condominium.<br />- 1 private bathroom with shower next door.<br />- Right at S train station Hohenzollerndamm <br />- Close to Kurfürstendamm and Messe ICC<br /><br />Facilities include:<br />- Bedding, towels <br />- Hair dryer<br />- Kettle <br />- toaster <br />- Mini Refrigerator<br />- Dishes, glasses and silverware <br />- Tea, coffee <br /><br />You can make tea and coffee but NOT COOK. There is NO cooking stove, NO oven.<br />There are NO washing machine.",435098827,Van Chien,t,1.0,1.0,t,t,52.4868,13.30035,Private room in condo,Private room,1,1.0,1.0,1.0,$47.00,7,1,1,7,7,1.0,7.0,,t,20,45,75,75,153,78,9,4.86,4.88,4.94,4.84,4.85,4.76,4.7,04/z/az/011173-22,f,1,0,1,0,4.82
7240,7240,29022213,20241221052002,Kategorki 2C,"At Gorki, you're not just a guest - you're part of the neighborhood, living the authentic Berliner lifestyle. Equipped with your own doorbell and personal mailbox, your stay will feel like you're a long-time local. The apartments are spacious and furnished with careful attention to detail, exuding an artistic flair and timeless elegance. It's not just a place to stay; it's your own slice of life in the heart of Berlin.<br /><br />An additional 5% city tax is charged on site.",42671030,Gorki Apartments,t,6.0,9.0,t,t,52.5295,13.40229,Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,$402.00,1125,1,1,1125,1125,1.0,1125.0,,t,30,60,90,365,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Legal entity name and Legal form: HRS Boardinghouse Betriebs-GmbH <br/>Legal representatives or Trade register number: HRB 151645 B <br/> Entity address: Weinbergsweg 25, 10119, Berlin , Berlin  <br/>Listing address: Weinbergsweg 25, 10119, Berlin , Berlin ",t,6,6,0,0,0.02
7242,7242,42286589,20241221052002,"3-Raum Penthouse ""Groovy Amazonas"", 83 qm","Above the rooftops of Berlin in our penthouse with loft feeling! Enjoy spectacular views of the sky from the two roof terraces. Two separate bedrooms, two full bathrooms and the spacious living and dining area with full kitchen equipment and direct access to the terrace leave nothing to be desired. <br /><br />The apartment is located on the 6th floor.",335573202,Downtown Apartments,t,50.0,55.0,t,t,52.54462814331055,13.368169784545898,Entire serviced apartment,Entire home/apt,5,2.0,2.0,3.0,$404.00,3,2,2,3,3,2.0,3.0,,t,24,51,73,306,25,5,0,5.0,4.88,4.96,4.96,5.0,4.56,4.68,"Legal entity name and Legal form: DA Downtown Apartments Berlin GmbH <br/>Legal representatives or Trade register number: HRB 182467 B <br/> Entity address: Oranienburger Str. 3, 10178, Berlin, Deutschland <br/>Listing address: Gerichtstraße 56, Downtown Apartments, 13347, Berlin, Deutschland",t,48,48,0,0,0.66
7255,7255,28863960,20241221052002,Apartment in Architect's Rooftop Loft,"Up to 6 m high apartment as part of our new Berlin attic, designed by my husband as an architect himself, lined with beautiful birch wood and minimalist design. Within walking distance are the Tempelhofer Feld, the S Hermannstraße, the flea market at Kranoldplatz and the Schillerkiez.",17461583,Nathalie,t,2.0,2.0,t,t,52.45994,13.43257,Entire condo,Entire home/apt,3,1.0,1.0,2.0,$100.00,30,3,3,1125,1125,3.0,1125.0,,t,10,33,52,139,134,42,4,4.91,4.88,4.91,4.89,4.99,4.53,4.75,08/Z/AZ/010499-21,f,1,1,0,0,3.14
7257,7257,2945314,20241221052002,Bright Penthouse @ Mauerpark for Work & Relaxation,"85sqm penthouse with 2 balconies next to Mauerpark. Bright spaces, perfect for work and relaxation. Dining area for 5 in the kitchen. Excellent access to S- and U-Bahn. Cafés, restaurants, and shops right around the corner.",5615855,Sebastian,t,1.0,1.0,t,t,52.54814,13.41108,Entire condo,Entire home/apt,2,,1.0,,,1125,5,5,1125,1125,5.0,1125.0,,t,0,0,0,0,63,8,0,4.9,4.94,4.78,4.92,4.95,4.94,4.82,03/Z/ZA/002726-17,f,1,1,0,0,0.5
7259,7259,958456038714572499,20241221052002,Gemütliches Zimmer in Friedrichshain,"Experience comfort in our apartment. Rooms have high ceilings and charming wooden floors. Surrounding amenities include parks, various restaurants, and well-stocked supermarkets. Discover Berlin effortlessly with easy public transport connections:<br />13 min. to Alexanderplatz, 15 min. to the famous East Side Gallery (Berlin Wall), 25 min. to the central train station and to the magnificent cathedral. Your urban and historical adventure starts here!",433529933,Max,t,1.0,1.0,t,t,52.5218761544168,13.445672505372984,Private room in rental unit,Private room,2,,,,,365,1,1,365,365,1.0,365.0,,t,0,0,0,0,14,14,0,4.93,5.0,4.5,5.0,5.0,4.86,4.79,02/Z/AZ/018372-23,f,1,0,1,0,1.33
7261,7261,3936899,20241221052002,Genial in Berlin: Sunny Maisonette,"Colorful Maisonette on the top! Berlin, central,but quit, Feng Shui Style. Prenzlauer Berg,10 min by car to Museumiland, 20 min by car or public transport to WC Stadion, Brandenburger Tor. non smoker inside, but nice private Terrasse. Welcome",11163136,Manou & Jo,t,1.0,1.0,t,t,52.54845,13.4124,Private room in rental unit,Private room,3,1.5,1.0,1.0,$97.00,1125,3,3,1125,1125,3.0,1125.0,,t,25,55,85,175,123,21,0,4.79,4.81,4.63,4.89,4.92,4.94,4.75,"First name and Last name: Joe Guesthouse  <br/> Contact address: c/o Molina , Hauptstrasse 46, 6015, Luzern , Schweiz  <br/>Listing address: Gleimstrasse 24 , 10437, Berlin, Deutschland ",f,1,0,1,0,0.99
7264,7264,16865367,20241221052002,Beautiful Berlin appartment,"1 room appartment 55 m² with 2 rooms<br />The appartment is located in the first floor with a seperate entrance for guests.<br />A big living room with kitchen, the appartment is very comfortable and stuffedf with nice furniture, TV is in the living room, W-LAN is included<br /><br />Dining area with big table and 6 chairs<br />1. room is a bedroom with a double size bed, a baby bed and a big closeth<br />2. room is the living room with 2 integrated twin beds on the wall and a couch with sleeping function and an open kitchen",112381310,Uwe,t,2.0,2.0,t,f,52.58741,13.39189,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,$94.00,1125,1,2,1125,1125,1.3,1125.0,,t,19,45,67,326,264,44,0,4.88,4.88,4.86,4.92,4.89,4.73,4.77,03/Z/AZ/004329-19,f,1,1,0,0,2.82
7269,7269,838171092886616922,20241221052002,"Cosy, Spacious, and Central","Welcome to our cozy and spacious five-bedroom apartment in the heart of Berlin! This tastefully decorated space features a comfortable living area, fully equipped kitchen, and five separate bedrooms with high-quality linens. It's perfect for business travelers, families, and groups of friends. With its central location, you'll be within walking distance of some of the city's best restaurants, cafes, and shops, making it easy to explore Berlin like a local.",456124698,Wilken,t,5.0,5.0,t,t,52.50669,13.46381,Entire rental unit,Entire home/apt,10,2.5,5.0,10.0,$415.00,365,2,4,1125,1125,3.4,1125.0,,t,6,19,39,293,72,32,1,4.93,4.93,4.93,4.74,5.0,4.9,4.72,"First name and Last name: Wilken Bruns <br/> Contact address: Mainzer Str. 34, 12053, Berlin, Germany <br/>Listing address: Simplonstr. 55, 10245, Berlin, Germany",t,4,4,0,0,3.29
7273,7273,3717751,20241221052002,Unique Gardenroom | Berlin Mitte | with garden,"""Gardenroom"" in a modern townhouse, located in the heart of Berlin in Mitte and Prenzlauerberg. The house is part of a community of 16 houses nestled on the former death strip of the Berlin Wall. It's central, cozy, modern and convenient. With a little garden.",18981851,Yvonne,t,1.0,1.0,t,t,52.53589,13.39421,Private room in home,Private room,2,1.0,1.0,1.0,$69.00,1125,2,2,1125,1125,2.0,1125.0,,t,17,39,67,144,641,64,4,4.87,4.89,4.9,4.89,4.91,4.91,4.75,01/Z/AZ/013314-21,t,1,0,1,0,5.12
7275,7275,857633866543277962,20241221052002,Zentral in Kreuzberg: Regendusche & Mosaikfliesen,"Experience comfort in our stylish apartment with green mosaic tiles in the bathroom. The fully equipped kitchen offers everything the gourmet heart desires – from a hot air fryer to the Nespresso machine.<br /><br />Relax in three spacious rooms: a modern living room with sofa bed, large TV and Netflix as well as a bedroom with a cozy 180 cm bed and their own TV. Led Signs set creative highlights and create perfect backdrops for your souvenir photos.",312067723,Berat,t,6.0,7.0,t,t,52.49289142410589,13.392726592719557,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$123.00,90,1,3,1125,1125,2.0,1125.0,,t,14,37,67,96,44,43,2,4.98,4.98,4.93,4.98,4.98,4.89,4.89,02/Z/AZ/018057-23,f,4,4,0,0,3.58
7277,7277,1282857,20241221052002,Modern apartment centre Kreuzberg,,6783646,Vincent Drost,t,2.0,2.0,t,t,52.49155,13.39364,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,$80.00,1125,2,2,1125,1125,2.0,1125.0,,t,17,35,51,238,424,60,6,4.73,4.8,4.67,4.87,4.89,4.91,4.64,"Legal entity name and Legal form: a sea of honey BV <br/>Legal representatives or Trade register number: Vincent Drost  <br/> Entity address: Klinge 1, 99707, Kyffhäuserland , Thüringen  <br/>Listing address: Riemannstrasse 5, 10961, Berlin, Deutschland  Berlin",f,1,1,0,0,3.28
7290,7290,1142918877377281581,20241221052002,"Charming, peaceful and lovingly refurbished Altbau","Enjoy the charms of a beautifully renovated Berliner Altbau. <br /><br />Within walking distance of tourist sights, as well as local hangouts, in the heart of Friedrichshain 💛<br /><br />◦ Historic open-air East Side Gallery, iconic Oberbaumbrücke and the Spree River <br /><br />◦ Beloved hangout spot Boxhagener Platz, surrounding cozy cafés, restaurants, flea market and vintage second-hand stores <br /><br />◦ Trendy bars, live music venues and Berlin's best clubs<br /><br />◦ Peaceful Volkspark Friedrichshain; Berlin's oldest public park",4616892,Melissa,t,2.0,2.0,t,t,52.51021,13.45044,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$152.00,730,1,2,1125,1125,1.4,1125.0,,t,17,47,57,57,12,12,5,4.92,4.92,5.0,5.0,5.0,4.92,4.83,02/Z/RA/018561-24,f,2,1,1,0,1.55
7293,7293,909491168192123583,20241221052002,Old East German Charm,"An apartment with the original charm of East Berlin old building flats. Located in the backyard, it's very quite and spacious. In almost all rooms I have removed the wallpaper (some of it is still in progress), revealing decades-old surfaces that let you breathe history. The old floor and a lot of old or shabby look furniture add to that atmosphere<br /><br />I live there most of the time and I am still renovating and decorating. So it's not completely ""finished"" yet, but yet has an incredible Charme.",518958405,Holger,t,1.0,1.0,t,t,52.553643993939886,13.40184939242168,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$99.00,365,2,2,365,365,2.0,365.0,,t,10,20,30,40,36,23,2,5.0,5.0,4.94,4.94,5.0,4.83,4.94,03/Z/RA/008396-23,f,1,1,0,0,2.27
7295,7295,20415517,20241221052002,CENTRAL COMFORTABLE Apt Prenzlauer Berg near Mitte,"★ Great for Couples, Business People and  Solo adventurers.<br /><br />Our comfy flat is in the heart of Berlin on Heinrich-Roller-Strasse - a very central yet quiet side street in Prenzlauer Berg near Alexander Platz, Mitte and Kollwitzplatz.<br />Most Major sights are nearby & excellent Public Transport within a 2 min walk.<br />You’ll love the high ceilings,  amenities, comfort and the location.<br />We've gone out of our way to make sure you have everything you need for a memorable and comfortable stay !",52856310,Benedikt&Edi,t,1.0,1.0,t,t,52.53099,13.42018,Entire condo,Entire home/apt,1,,,,,80,7,7,1125,1125,7.0,1125.0,,t,0,0,0,0,292,21,0,4.97,4.98,4.99,4.98,4.99,4.97,4.9,"First name and Last name: Benedikt Abel <br/> Contact address: Rykestr. , 10405, Berlin, Germany <br/>Listing address: Heinrich-Roller-Str 25, Gewerberäume EG, 10405, Berlin, Germany",f,1,1,0,0,3.3
7297,7297,1009209,20241221052002,Room in Neukölln/Kreuzberg + Bike,A quiet double room in Neukölln/Kreuzberg - The most amazing and trendy neighborhood in Berlin - close to the center.,4822278,Stefan,t,1.0,1.0,t,t,52.49158,13.42327,Private room in rental unit,Private room,1,1.0,1.0,1.0,$73.00,5,3,3,5,5,3.0,5.0,,t,0,0,0,0,212,7,0,4.91,4.93,4.85,4.93,4.97,4.9,4.84,08/Z/AZ/010645-21,f,1,0,1,0,1.51
7304,7304,16648309,20241221052002,Lovely room in the heart of Kreuzberg,"Spacious and quiet room located right on the beautiful Landwehrkanal in the trendy Graefe district of Kreuzberg, with plenty of quality restaurants, cafes, shops & nightlife nearby. The apartment is within walking distance of several grocery stores and an organic supermarket. On Tuesdays & Fridays there is the popular Turkish Market. Maybachufer with affordable fresh fruit, vegetables, meat and street food. We will be happy to give you more tips on what to do and see in Berlin when you arrive!",106026967,Esther,t,2.0,2.0,t,t,52.49518,13.41137,Private room in condo,Private room,3,1.0,1.0,2.0,$75.00,40,1,1,40,40,1.0,40.0,,t,7,21,46,315,84,38,3,4.95,4.87,4.93,4.98,5.0,4.96,4.85,02/Z/AZ/016298-22,f,2,1,1,0,0.88
7307,7307,1196326143089396441,20241221052002,"Cosy, stylish oasis in hip area","A quiet and harmonious little haven located in the hip Helmholtz kiez in Prenzlauerberg. With two balconies, high ceilings and original wooden flooring, modern kitchen, tasteful decor and all the modern conveniences you could need, it's a perfect little oasis and contrast to the buzz of ample restaurants, cafes and markets it's surrounded by.<br /><br />Alexanderplatz and Hauptbahnhof are a short tram ride away. Kollwitzkiez, Mauerpark (and markets) are within walking distance.",53248872,Ruby,t,1.0,3.0,t,t,52.54033227603519,13.419932558704676,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,$112.00,90,3,3,90,90,3.0,90.0,,t,0,6,6,26,4,4,0,5.0,5.0,5.0,5.0,5.0,5.0,4.75,03/Z/RA/009264-24,f,1,1,0,0,1.28
7309,7309,5682500,20241221052002,Berlin Central Studio Apartment,"WiFi, Washer-dryer, Dishwasher, Safe, TV, Radio, Car-park",29461009,Oli,t,1.0,1.0,t,t,52.49864,13.33466,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,$81.00,32,2,2,1125,1125,2.0,1125.0,,t,8,8,8,8,241,48,1,4.96,4.98,4.99,4.99,4.98,4.89,4.88,04/Z/ZA/004243-16,f,1,1,0,0,2.06
7316,7316,39962078,20241221052002,delightful flat in kreuzberg,"!!! Be aware that right now there is a scaffolding all around the terrace and construction works in the backyard!!! (Therefore the price is reduced + see picture)<br />Great flat in best location ever! Fantastic huge terrace in a very quiet backyard, kitchen and everything you might need for your short stay in Berlin. The flat is also home of a cat that needs to be taken care of!",41144216,Lorenza,t,1.0,2.0,t,t,52.4984,13.43688,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,$82.00,730,2,3,730,730,2.4,730.0,,t,18,18,18,18,33,6,0,4.79,4.88,4.39,4.91,4.94,4.91,4.7,02/Z/RA/011847-20,f,1,1,0,0,0.54
7320,7320,3094376,20241221052002,"Bright and Spacious, Kollwitzplatz","Our entire apartment is on offer in our absence. Come in, have a look around, make yourself comfortable, we are happy to host you!",1293030,Hanno Zaki Suraya,t,2.0,2.0,t,t,52.53761,13.41979,Entire rental unit,Entire home/apt,4,,2.0,,,12,2,2,12,12,2.0,12.0,,t,0,0,0,0,36,5,0,4.97,4.97,4.83,4.94,4.91,4.94,4.74,03/Z/RA/003789-18,t,2,1,1,0,0.28
7328,7328,86090,20241221052002,spacious and cozy living in PrenzlBerg,,472567,Alexandra,t,4.0,4.0,t,t,52.54715,13.42657,Entire guest suite,Entire home/apt,4,1.0,2.0,4.0,$179.00,365,2,3,365,365,3.0,365.0,,t,19,49,76,92,296,39,1,4.88,4.92,4.89,4.92,4.92,4.83,4.72,03/Z/AZ/004499-19,f,4,4,0,0,1.8
7330,7330,52369960,20241221052002,Neue Unterkunft im Herzen von Prenzlauer Berg,"This cozy  apartment is situated in the best part of berlin. Prenzlauer Berg is one of the famous districts in Berlin. You will live in the heart of Berlin, where cafes bars restaurant and all the good stuff for a trip are infront of the building. Tren Station is infront.<br /><br />People all over the world come to have a walk at this area called Helmholtzkiez. You will love the area. <br /><br />The apartment is  new and has everything for your stay. It’s big, you will have a lot of space!",156936686,Ana,t,5.0,7.0,t,t,52.54643,13.41935,Entire rental unit,Entire home/apt,3,1.5,0.0,3.0,$115.00,1125,1,4,1125,1125,4.0,1125.0,,t,9,39,69,344,123,56,6,4.8,4.76,4.8,4.96,4.92,4.96,4.62,"First name and Last name: Ana Walendy  <br/> Contact address: Pappelallee 34, 10437, Berlin, Deutschland  <br/>Listing address: Pappelallee 34, 10437, Berlin , Deutschland ",t,5,5,0,0,3.31
7331,7331,834058162843170960,20241221052002,67 qm Wohnung im Herzen Berlins,"Since I am on the road a lot, I would like to make my apartment available to other people during the time I am not at home. The apartment is centrally located in Mitte/Prenzlauer Berg. It is a 10-minute walk to Alexanderplatz. Despite its central location, the apartment is very quiet. Here you can relax after a long day in the city :)",72486192,Michael,t,1.0,1.0,t,t,52.5284,13.4196,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,$169.00,365,2,2,1125,1125,2.0,1125.0,,t,4,7,7,7,40,26,2,5.0,4.95,4.95,4.93,5.0,4.88,4.78,03/Z/RA/007395-22,f,1,1,0,0,1.84
7333,7333,13711603,20241221052002,"Sonniges Dachgeschoss, 2 Schlafzimmer, Terrasse","Newly built 3-room apartment is located in the back house (5th floor, without lift) of a Berlin old building. Beautiful kitchen-living room, large skylights and bright wooden floorboards, spacious terrace provide a relaxed atmosphere.<br />Fast transport connections to all districts by tram and S-Bahn (Greifswalder Str.) Bicycle rack in the yard.  Supermarket REWE in 100m, many restaurants and boutiques are within walking distance. Playground at 50 m.<br />For a little break from everyday life, family holidays and business travellers.",80069135,Natalia,t,1.0,1.0,t,t,52.53491,13.43944,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,$150.00,45,3,4,45,45,4.0,45.0,,t,19,46,57,57,379,43,1,4.96,4.99,4.99,4.97,4.96,4.75,4.81,03/Z/AZ/004220-18,f,1,1,0,0,3.68
7342,7342,33442714,20241221052002,2-Room Apartment | Balcony | Mauerpark,"All our apartments are located in Prenzlauer Berg. The 2-room apartments with one bedroom/living room/kitchen/bathroom are with  65 square meters a perfect option for 2 persons or a small family (2 Adults, 1 child). <br /><br />In the middle of our beautiful ""Kiez"" but real quiet, with view to the court yard.",151200,Brilliant Apartments,t,9.0,9.0,t,t,52.54038,13.40517,Entire condo,Entire home/apt,3,1.0,1.0,1.0,$201.00,1125,2,4,1125,1125,3.1,1125.0,,t,26,56,86,86,27,8,0,5.0,4.96,4.96,4.96,4.96,5.0,4.78,"Legal entity name and Legal form: Brilliant Apartments GmbH <br/>Legal representatives or Trade register number: HRB 125227 B <br/> Entity address: Oderberger Str. 38, 10435, Berlin, Berlin <br/>Listing address: Oderberger Str. 38, 10435, Berlin, Berlin",t,9,9,0,0,0.39
7343,7343,854168979719457173,20241221052002,89m2 apt #2 in Crellekiez Schöneberg,This apartment is located in an old hardware factory and can accommodate up to 3 people.,284974503,Stefanie,t,10.0,10.0,t,t,52.487185039314696,13.363220407247736,Room in aparthotel,Entire home/apt,3,1.0,2.0,2.0,$82.00,14,3,5,14,1125,4.8,1039.5,,t,15,45,75,165,46,21,1,4.63,4.63,4.91,4.72,4.78,4.61,4.35,"Legal entity name and Legal form: hosts &amp; hoteliers GmbH <br/>Legal representatives or Trade register number: Jens Strobl <br/> Entity address: Crellestraße 22, 10827 Berlin, Berlin, Berlin <br/>Listing address: Crellestraße 22, 10827, Berlin, Berlin",t,10,8,2,0,2.22
7352,7352,28536218,20241221052002,Gemütliches mit Balkon (Anna 1908),approx. 27m² | balcony | sofa bed for 2 pers. | Flat screen TV | Desk | Free Wi-Fi | Safe | Refrigerator | Bathroom with shower/toilet & hairdryer<br /><br />Parking: Please reserve in advance for €10.00/day in our underground car park.  <br />Breakfast buffet: €21.00/person | Mon.-Fr from 6:30 am -10:30 am | WE and holidays 7:00 am -11:00 am,213877372,Maarten,t,6.0,6.0,t,f,52.46545,13.32632,Room in hotel,Hotel room,4,1.0,1.0,3.0,$178.00,1125,1,3,1125,1125,1.5,1125.0,,t,30,60,90,254,50,9,1,4.74,4.72,4.84,4.72,4.74,4.7,4.44,"Legal entity name and Legal form: Anna 1908 GmbH <br/>Legal representatives or Trade register number: 43469 B - Amtsgericht Charlottenburg <br/> Entity address: Büsingstraße 1, 12161, Berlin, Deutschland <br/>Listing address: Büsingstraße 1, 12161, Berlin, Deutschland",t,6,0,0,0,0.75
7353,7353,710028168404446108,20241221052002,Stilvolles Zimmer in schöner Villa im Grunewald,"Chic room in a listed villa. This is located in the well-kept, posh villa district of Grunewald and therefore close to the center. The room (approx. 40 sqm) is furnished to a high standard and has a private marble bathroom.<br /><br />You can reach the S-Bahn (suburban train) station Grunewald (S7) on foot in 5 minutes. The S-Bahn [suburban train] takes you to the City West (Charlottenburg) in 10 minutes and to Friedrichstr. or the main train station in 20 minutes. By bus (M19, 5-minute walk), you can reach Kurfürstendamm in just 10 minutes.",111510362,Harriet,t,1.0,6.0,t,t,52.48928,13.26795,Private room in home,Private room,2,1.0,1.0,1.0,$140.00,90,2,3,1125,1125,3.0,1125.0,,t,18,48,78,78,23,11,0,4.91,4.83,4.91,5.0,4.78,4.78,4.65,04/Z/AZ/011538-22,f,1,0,1,0,0.84
7361,7361,30551380,20241221052002,Living in BERLIN - Spacious rooms with kitchenette,"The FLOTTWELL BERLIN Hotel is located in the heart of Berlin’s city center, a few minutes by foot from the Potsdamer Platz, the Gleisdreieck subway station and the Park am Gleisdreieck.<br />At our hotel, you’ll be staying in spacious, sophisticated rooms with a kitchenette. Please note that breakfast is not included in the room rate.<br />Free, high-speed WiFi is available in the entire building.<br />The Gleisdreieck subway station, where lines U1, U2 and U3 intersect, is just 350 meters from the hotel.",229224660,FLOTTWELL BERLIN Hotel,t,1.0,2.0,t,t,52.49906,13.37152,Room in hotel,Hotel room,2,1.0,1.0,2.0,$94.00,365,1,2,1125,1125,1.0,1125.0,,t,28,58,88,217,227,48,2,4.75,4.8,4.88,4.74,4.56,4.65,4.54,"Legal entity name and Legal form: Flottwell Residenz Berlin Betriebs GmbH &amp; Co. KG <br/>Legal representatives or Trade register number: HRA 49516 B <br/> Entity address: Flottwellstraße 18, 10785, Berlin, Deutschland <br/>Listing address: Flottwellstr. 18, 10785, Berlin, Deutschland",t,1,0,0,0,3.26
7368,7368,52180623,20241221052002,NuWave Hotel Berlin - Superior Double Room,Our family driven hotel offers this Superior Double room with a nice queen size bed.,421557030,Martin,t,5.0,5.0,t,t,52.51152,13.44988,Room in hotel,Private room,2,1.0,0.0,1.0,$141.00,365,1,1,365,1125,1.0,786.3,,t,23,51,80,149,4,0,0,5.0,5.0,4.75,5.0,5.0,5.0,4.75,"First name and Last name: Martin Morgan <br/> Contact address: Gubener Str. 46 Nu Wave Hotel GmbH, 10243, Berlin - Friedrichshain, Deutschland <br/>Listing address: Gubener Str. 46 Nu Wave Hotel GmbH, 10243, Berlin - Friedrichshain, Deutschland",t,5,0,5,0,0.1
7374,7374,821713078935347975,20241221052002,1 Zimmer Apt. im idyllischen Norden Berlins - NEU!,"Beautiful, newly renovated 1 bedroom apartment located in the Green North in a quiet villa area with lots of nature. <br /><br />Various shops in a shopping street (10-minute walk) and various restaurants (around the corner) are in the immediate vicinity.<br /><br />The S-Bahn with connection to the main train station (35min), Friedrichstraße (30min), Zoologischer Garten (30min), BER airport (60min) is within 10 minutes walking distance.<br /><br />Enjoy the tranquility of being close to the city of Berlin.",33877513,Carola,t,1.0,1.0,t,t,52.62136,13.3156,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$72.00,14,1,3,14,14,3.0,14.0,,t,14,39,69,95,87,41,3,4.91,4.86,4.89,4.97,4.93,4.79,4.76,12/Z/AZ/004672-23,f,1,1,0,0,3.88
