,Unnamed: 0,id,scrape_id,name,description,host_id,host_name,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
4834,4834,40480361,20241221052002,Lovely 27qm room with balcony in Friedrichshain,"This lovely and spacious room is located in a beautiful area close to the vibrant heart of Friedrichshain.<br /><br />Supermarkets, restaurants, shops and great connections with the public transport are super near: metro, tram & S-Bahn.<br />- 10 minutes from Alexanderplatz with the metro.<br />- 5 minutes from Boxhagener Platz (with many bars, cafes, clubs and more!) with the tram.<br /><br />The room is bright, clean and cozy with everything you need, including a private balcony.",312480677,Fredrica,f,1.0,3.0,t,t,52.51544,13.48185,Private room in rental unit,Private room,2,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,1,0,1,0,0.05
4837,4837,23279527,20241221052002,Helles gemütliches Zimmer im zentralen Berlin,"Our Apartment has big windows, is clean and good for everyone who wants to spend a comfortable time in Berlin. The connection to the rest of the city is really good and the neighborhood is authentic, with a lot of good restaurants. <br />My flatmate Marie lives in the other room and is always open for questions and for drinking coffee.",102911074,Vivian,f,2.0,2.0,t,t,52.53018,13.32533,Private room in rental unit,Private room,2,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,2,1,1,0,0.02
4840,4840,23411485,20241221052002,Süße Wohnung im Prenzlauerberg,"Super cute, cozy, quietly located, bright apartment in Prenzlauerberg. The balcony is in the sun all day in the summer, the garden is large with a small playground and a table tennis table. Cafes, bars, parks, restaurants and supermarkets can be found in direct walking distance surroundings. As well as tram and S-Bahn (suburban train) stations. The apartment is perfect for families as well as young people.",3884988,Farina,f,1.0,1.0,t,t,52.53684,13.44022,Private room in rental unit,Private room,2,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,8,0,0,5.0,5.0,5.0,5.0,5.0,4.75,5.0,,f,1,0,1,0,0.1
4844,4844,42573130,20241221052002,"Big,Cozy and quiet Room in Central Berlin.","The apartment is located in Wedding (part of Mitte, the central district of the city), between U-Leopoldplatz and U-Seestr.  and very close to public transportation. <br /><br />It's a quite large (~20qm) room with a view into the backyard, therefore rather quiet and perfect for resting. <br /><br />It offers a Queen's Size bed, so ideal for 2, a TV with Netflix and enough space for your stuff. Besides that, the apartment features a fully equipped kitchen.<br /><br />I will provide you with any info needed upon arrival.",339020004,Stanislav,f,1.0,1.0,t,t,52.55075,13.35738,Private room in rental unit,Private room,2,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,2,0,0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,,t,1,0,1,0,0.04
4848,4848,37584556,20241221052002,Cozy room in Kreuzberg,"This beautiful room is located close to a nice easygoing neighborhood. In walking distance you can reach bars, nice places to sit by the water  or even figure out where the Berlin Wall used to be.",78396686,Samira,f,1.0,1.0,t,t,52.5047,13.42062,Private room in rental unit,Private room,2,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,0,0,0,,,,,,,,,t,1,0,1,0,
4850,4850,1031004806669478248,20241221052002,Modern studio in Prenzlauer Berg C02,"Our Studio, smart living is more than just a studio; it's your gateway to a lifestyle that seamlessly blends style, convenience, and comfort.<br />- 5-minute walk from the subway station Schönhauser Allee<br />- all bills are included in the rent price<br />- official registration (Anmeldung)<br />- private fully equipped kitchen and bathroom with a shower<br />- high-speed Internet<br />- we provide the bedsheets<br />- the size of the bed is 90x200<br />- separated laundry room with washing machines and dryers",312872781,Simon,f,6.0,6.0,f,t,52.55199589999999,13.4134928,Room in hotel,Private room,2,,1.0,,,180,30,30,180,180,30.0,180.0,,t,29,59,89,89,0,0,0,,,,,,,,"Legal entity name and Legal form: TS Home GmbH <br/>Legal representatives or Trade register number: HRB238409B <br/> Entity address: Kurfürstendamm 212, 10719, Berlin, Berlin <br/>Listing address: Paul-Robeson-Straße 50, 10439, Berlin, Berlin",f,6,4,2,0,
4852,4852,16484565,20241221052002,Cozy room in Prenzlauer Berg,"Renting out my wonderfully cozy17sq.m bedroom in flat. Has a huge window (but no nosy neighbours), a comfy king size bed and funky lighting.",12817769,Liza,f,1.0,1.0,t,f,52.55115,13.41177,Private room in rental unit,Private room,1,,,,,1125,92,92,1125,1125,92.0,1125.0,,,0,0,0,0,0,0,0,,,,,,,,,f,1,0,1,0,
4853,4853,4165545,20241221052002,Cosy room in main Friedrischain,"The room is in a first floor. It has a super nice day light, warm and confortable. Its completly furniture,  with no so many things, but with the basic ones. Trams, train and buses just around the corner, so is well connected to the rest of Berlin.",13653192,Tiare,f,1.0,1.0,t,t,52.52049,13.46576,Private room in rental unit,Private room,2,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,8,0,0,4.88,4.88,4.63,4.88,4.88,5.0,4.88,,f,1,0,1,0,0.07
4854,4854,11335755,20241221052002,Schönes Zimmer im herrlichen Kiez,"The room is 30 m³, wooden floorboards and stucco and a balcony.<br /> The highlight of our apartment is the large kitchen-living room . In addition, there is a renovated bathroom with both bathtub and shower. The flat is centrally located and surrounded by parks.",59325975,Anne,f,1.0,2.0,t,t,52.54909,13.34832,Private room in rental unit,Private room,2,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,2,0,0,4.5,5.0,4.5,4.5,4.5,4.5,5.0,,f,1,0,1,0,0.02
4855,4855,17453756,20241221052002,Beautiful room for Kreuzberg Lovers,"Great berlin appartment 30 sqm with big living room. Fully equiped kitchen. Perfect area with lots of bars and restaurants. Close to Mehringdamm, Viktoriapark, city centre and tempelhofer feld.",14875750,David,f,2.0,2.0,t,t,52.49313,13.3819,Private room in rental unit,Private room,2,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,36,0,0,4.31,4.37,3.94,4.12,4.29,4.74,4.32,,f,1,0,1,0,0.38
4856,4856,17503655,20241221052002,KREUZBERG 30qm beautiful Room,"My place is close to KREUZBERG, Görlitzer Bahnhof.<br />Room: 30qm super sunny big Room, <br />For one month your Home in the heart of xberg. <br /><br />Two amazing Housemates, you will love them :)<br />One Girl from Mauritius and one German Skater Boy.<br />Big Kitchen, with couches and place to chill . <br /><br />The Room is perfect for couples and singles.",118633121,Anna,f,1.0,2.0,t,t,52.5002,13.42703,Private room in rental unit,Private room,2,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,2,0,0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,,f,1,0,1,0,0.02
4857,4857,20323970,20241221052002,Bei Chris,"I ask for a cozy children's room for one or two people. <br />The location is optimal in the vicinity of Nollendorfplatz. <br />The location is famous not only for your horny gay party or prostitution, but for a beautiful mood that prevails over the street. <br />The well-known sights are also nearby as well as the Ku'damm <br />I look forward to seeing you",32042442,Hancock,f,1.0,1.0,t,f,52.50029,13.3566,Private room in rental unit,Private room,1,,,,,1125,92,92,1125,1125,92.0,1125.0,,,0,0,0,0,2,0,0,4.0,4.5,4.0,5.0,4.5,4.5,4.0,,f,1,0,1,0,0.02
4859,4859,12706572,20241221052002,A cozy place at cozy space...,"Our place is situated in the heart of Berlin. The next station to drop on is OSTKREUTZ. The 40 m2 room we offer has a bed 2 x 2 m with a big couch 1 x 2 m and television, and wifi. There are 2 bathrooms (1 x shower-bath/1 x lavatory+tiolett)",69072790,Patrizia,f,1.0,1.0,t,t,52.50028,13.46425,Private room in rental unit,Private room,2,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,2,0,0,4.0,4.0,4.0,4.5,4.0,4.5,4.5,,f,1,0,1,0,0.02
4860,4860,20661423,20241221052002,"Central, Studio Loft, Secret Garden","Studio Loft, Garden, Streetart , Oderbergerstrasse",53477610,Sebastian,f,1.0,1.0,t,t,52.5385,13.40868,Private room in loft,Private room,2,,1.0,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,0,0,0,,,,,,,,,f,1,0,1,0,
4865,4865,564998072953234758,20241221052002,Apartment Hotel Wittenau,Our apartment Hotel Wittenau is located in the north part of Berlin. From here you can reach the S-Bahn station Wittenau in just 100 meters with direct connection to the center of Berlin. In the immediate vicinity you will find several shops restaurants and parks and parks.,346755219,Apartment Hotel Wittenau,f,12.0,14.0,t,t,52.59937,13.33298,Private room in rental unit,Private room,3,1.0,1.0,3.0,$93.00,90,1,1,90,90,1.0,90.0,,t,19,49,59,59,9,6,0,4.56,4.78,4.44,4.56,4.11,4.44,4.22,"First name and Last name: Michael Smirnov <br/> Contact address: Greta-Garbo-Straße 6, 13189, Berlin, Deutschland <br/>Listing address: Oranienburger Strasse 107, 13437, Berlin, Deutschland",f,12,0,12,0,0.46
4866,4866,42805419,20241221052002,Dreibettzimmer - Superior,Super,90186621,Jan,f,5.0,5.0,t,t,52.51795,13.40531,Room in hotel,Private room,3,1.0,1.0,3.0,$999.00,1125,92,92,1125,1125,92.0,1125.0,,t,30,60,90,365,0,0,0,,,,,,,,,t,5,0,5,0,
4868,4868,30114646,20241221052002,"(1) Preiswerte, verkehrsgünstige Zimmer in Berlin","Visitors to Berlin on a tight budget are always welcome. We offer conveniently located, quiet mechanic and guest rooms with separate communal kitchen and lounge.<br />Property is located outside the environmental zone.<br />With a valid ticket, all public transport of the BVG and the train S-Bahn, subways, buses, tram/ tram and ferries can be used in Berlin.<br />Prices:<br />Tariff from: 3,00 Euro; discounted: 1.90 Euro.",175590325,Reiner,t,3.0,3.0,t,t,52.4953,13.55346,Private room in rental unit,Private room,3,,,,,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,146,4,0,4.76,4.8,4.68,4.89,4.73,4.5,4.79,10/Z/AZ/002574-19,t,3,0,3,0,2.01
4871,4871,786171918791315478,20241221052002,Sweet and cosy Apartment,Apartment in Berlin Mitte (Wedding).<br />Its a very cozy apartment where you will have a big bedroom/ living room which is seperated by room divider. The living / bedroom where you are staying is very big and spacious. The kitchen is fully equiped and has a small sitting area next to the window. Its perfect for two people who want to stay in a central location in Berlin.,318372127,Lisa,t,1.0,1.0,t,t,52.54534423876857,13.359229491815205,Private room in condo,Private room,2,,,,,365,3,4,365,365,3.0,365.0,,t,1,1,1,1,17,7,1,4.88,4.76,4.71,5.0,5.0,4.53,4.71,01/Z/AZ/014880-22,t,1,0,1,0,0.71
4872,4872,13595798,20241221052002,Room in Berlin Neukölln/ Kreuzberg,"I rent my room the north of Neukölln in Berlin, close to Kreuzberg.<br />The room has 18 square meters, and a balcony with about 2-3 sqaure meters. The room is fully furnished, and has everything you need.<br />Of course you can also use the rest of our flat, kitchen equipent and so on...<br />If you have any questions, just let me know.<br />I´ll be out of Berlin from Tuesday morning for about one week.",20600329,Martin,f,2.0,3.0,t,t,52.48465,13.43662,Private room in rental unit,Private room,1,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,0,0,0,,,,,,,,,f,2,0,2,0,
4880,4880,21092412,20241221052002,Zimmer mit Altbau-Charme in Nähe des Rings,"We offer a room in our beautiful old building apartment in Prenzlauer Berg. Not far from the S-Bahn and U-Bahn Schönhauser (Ringbahn) and only three minutes from the nearest tram station, you can quickly get anywhere, where something is going on. But the neighborhood is also within walking distance, above all, to offer everything you could want. You can also shop in nice boutiques or beautifully on a spot in the arcades.",136790649,Irina,f,2.0,3.0,t,f,52.55439,13.416,Private room in rental unit,Private room,2,,,,,1125,92,92,1125,1125,92.0,1125.0,,,0,0,0,0,0,0,0,,,,,,,,,f,2,1,1,0,
4882,4882,49994980,20241221052002,Wonderful private floor in Neukölln,"I am renting my second floor for some cosy days in the beautiful Schillerkiez in Neukölln. Everything on the photos will be only used by you. <br />It has a bed for two , a big working desk, reading area and you can use all of the bathroom and some kitchen equipment. (no kitchen included , some basics as waterboiler , plates, spices etc.)It is very clean and decorated with love and some artworks to enjoy.<br />I might ask you to water the plants in the space you’re using(: <br />DM for questions<br />Enjoy! <br />Celine",403193003,Celine,f,1.0,2.0,t,t,52.47883,13.42591,Private room in rental unit,Private room,1,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,17,0,0,5.0,5.0,4.94,5.0,4.94,5.0,4.94,,f,1,0,1,0,0.41
4891,4891,1153692036939204942,20241221052002,"17m2 spectacular room, Spandau","This is room made of our design intention, with your own tea corner/worktable. A wide flat TV with Netflix is included. It is 20 minutes by foot to Spandau train station or 7 minutes by bus, which is next door from us. Spandau train station has a good connection to the city center with u-bahn / s-bahn or bus. The night bus can bring you back to home even if you are coming late in the night. Keyless entance to the flat allow you easy access to the apartment whenever you need it.",576868633,Denis,t,1.0,1.0,f,t,52.53970890000001,13.1770383,Private room in rental unit,Private room,2,0.5,1.0,1.0,$53.00,14,1,1,14,14,1.0,14.0,,t,7,7,27,196,33,33,0,4.82,4.73,5.0,4.88,4.91,4.48,4.7,05/z/Az/011725-24,f,1,0,1,0,5.29
4895,4895,22146689,20241221052002,Cozy room close to F'hain in quiet area,"Cozy room with double bed in large apartment full of plants, selfmade furniture and good vibes. <br />Fairly close (for Berlin standards) to all the cool places in eastern and central Berlin.",20549586,Jonathan,f,3.0,3.0,t,t,52.5083,13.49727,Private room in rental unit,Private room,1,,,,,1124,92,92,1124,1124,92.0,1124.0,,t,0,0,0,0,15,0,0,5.0,4.73,4.67,4.93,4.93,4.87,4.93,,t,2,0,2,0,0.18
4897,4897,927337845301429790,20241221052002,Comfortable room,Cozy room directly on U8 Residenzstraße,131499715,Tatiana,f,2.0,2.0,t,t,52.57196,13.36266,Private room in condo,Private room,2,,,,,1125,1,6,1125,1125,1.5,1125.0,,t,0,0,0,0,25,24,0,4.88,4.92,4.88,4.92,5.0,4.64,4.8,12/Z/AZ/004974-23,f,2,0,2,0,1.46
4898,4898,22400604,20241221052002,Balkon-Doppelzimmer in romantischem Haus in Berlin,"Guest room with balcony for 2 persons  in a beautiful single-family house with romantic garden  in Pankow.<br />Guests: a nice man 34 years.<br />Kitchen, bathrooms and living room, are open to all guests. fast WiFi is available.<br />We are fully equipped, so you only have to bring your things<br />The tram is 2 minutes away and Alexander Platz can be reached in 30 minutes.<br />Here is a short term offer, just to bridge,<br />Long-term rental  with registration is our focus.",163838136,Jörg,f,4.0,4.0,t,t,52.60592,13.42218,Private room in home,Private room,2,,,,,150,92,92,150,150,92.0,150.0,,t,0,0,0,0,57,0,0,4.74,4.95,4.53,4.88,4.82,4.56,4.86,,f,4,0,4,0,0.67
4905,4905,40527942,20241221052002,Spacious & Bright Suite in Best Location,"Beautiful spacious designer room with a king-sized bed in the heart of Berlin's Centre. The location is absolutely unbeatable, - you have a serene setting with all the peace and quiet you could want, a beautiful garden, green to both sides of the apartment and no loud traffic. At the same time, you are only a few steps away from rich heritages and historical landmarks, such as the Wall Memorial & the Mauerpark. Great bars and restaurants are just around the corner & getting around is effortless",252315229,David,f,2.0,3.0,t,t,52.53473,13.40235,Private room in rental unit,Private room,2,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,12,0,0,4.58,4.75,4.5,4.75,4.83,4.75,4.5,,f,2,0,2,0,0.2
4911,4911,1096244679523478401,20241221052002,Nice-to-haves like kitchenette & free WiFi,"Need some extra space, a kitchenette and some extra roaming for the kids? Welcome to Select Hotel Berlin The Wall, where history meets contemporary comfort in the heart of Berlin. Situated near the iconic Checkpoint Charlie, this hotel provides a cozy home base. With modern amenities and a warm ambiance, guests can unwind and recharge.",560643031,Select Hotel Berlin The Wall,f,6.0,11.0,t,t,52.5076,13.38848,Room in hotel,Private room,3,,1.0,,,365,1,1,731,731,1.0,731.0,,t,0,0,0,0,0,0,0,,,,,,,,"Legal entity name and Legal form: Novum Hotels Berlin GmbH <br/>Legal representatives or Trade register number: HRB 100582 B <br/> Entity address: An der Alster 63, 20099 , Hamburg, Deutschland  <br/>Listing address: Zimmerstraße 88, 10117 , Berlin, Deutschland ",t,5,0,5,0,
4914,4914,16155678,20241221052002,VERY Central Room in Berlin Mitte,"The apartment is perfectly located on the well known Torstrasse strip which is without doubt the liveliest and hippest neighborhood of Berlin Mitte and full of great restaurants, little cafés, bars, shops and art galleries.<br />Lots of sights like the Brandenburger Gate, Reichstag, Museum Island or event locations like Friedrichstadtpalast, the German Theater or Parks can be reached by foot within 10-15 minutes. Major Tram/subway stations are only a few hundred meters away.",341799352,Jo & Fran,f,1.0,2.0,t,t,52.53014,13.39445,Private room in rental unit,Private room,2,1.0,1.0,1.0,$150.00,17,1,2,1125,1125,2.0,1125.0,,t,16,44,74,74,654,85,4,4.89,4.93,4.86,4.95,4.93,4.96,4.82,01/Z/AZ/012592-21,f,1,0,1,0,6.68
4917,4917,1082176822598766475,20241221052002,3 Contemporary Units Near Cathedral & TV Tower,"Our prime location in Berlin's Mitte district is a stone's throw away from some of the city's most iconic attractions. Alexanderplatz is just nearby. The famous TV Tower, with its panoramic views of the city, is also within walking distance.  For cultural enthusiasts, Museum Island, housing world-class museums like Pergamon and Bode, is nearby. Discover the historic Berlin Cathedral, remnants of the Berlin Wall, and the vibrant Hackescher Markt—all close to our location.",484535538,RoomPicks,f,737.0,1588.0,t,t,52.52453,13.4187,Room in hotel,Hotel room,9,3.0,3.0,3.0,$799.00,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,1,1,0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,"Legal entity name and Legal form: Hampton by Hilton Berlin City Centre Alexanderplatz <br/>Legal representatives or Trade register number: HRB 214074 B <br/> Entity address: Otto-Braun-Straße 69, 10178, Berlin , Germany <br/>Listing address: Otto-Braun-Straße 69, 10178, Berlin , Germany",t,12,0,0,0,0.13
4921,4921,1177264755577425849,20241221052002,*Top Floor Suite w/ Private Kitchen and Bathroom*,"The perfect place to experience all Berlin has to offer. A couple blocks away from Boxhagener Platz and countless restaurants, bars, and cafes. <br /><br />What you see in the pictures is exactly what you will find: a charming, clean and cozy urban getaway. <br /><br />And while we also live here, our bedroom and bathroom are located on the other side of the terrace, so you have peace, quiet, and privacy. <br /><br />Be advised: On 5th floor - no elevator. <br /><br />*No smoking* <br /><br />Available short or longer term.",2043256,Christin,f,1.0,1.0,t,t,52.51153443538036,13.465126403829524,Private room in rental unit,Private room,2,1.0,1.0,1.0,$43.00,365,3,5,365,365,3.0,365.0,,t,20,49,59,59,0,0,0,,,,,,,,02/Z/AZ/019291-24,f,1,0,1,0,
4922,4922,51150272,20241221052002,Zimmer in Top Lage-Bars-Restaurants-Museen,,178663411,Kim,t,1.0,3.0,t,t,52.52926,13.40116,Private room in condo,Private room,2,1.0,1.0,1.0,$56.00,20,1,2,20,20,2.0,20.0,,t,0,0,0,0,145,37,4,4.92,4.92,4.92,4.92,4.93,4.96,4.9,"First name and Last name: Kim Göcking  <br/> Contact address: Linienstr 78, 10119, Berlin, Deutschland  <br/>Listing address: Linienstr 79, Wohnung 502, 10119, Berlin , Deutschland ",f,1,0,1,0,3.48
4924,4924,594731577761973352,20241221052002,Cozy room with balcony in Friedrichshain,"The room is on the first floor of an old historic building with balcony, in the heart of Friedrichshain. You will share with us 2 roommates, our apartment of 80 sqm. While you'll have your own private room, the kitchen and bathroom are shared spaces. Just feel free to use the washing machine or prepare a hot meal in the kitchen! Place is perfect for enjoying the real Berlin life!",452089093,Paolo,t,1.0,1.0,t,t,52.520199,13.450759,Private room in condo,Private room,2,1.0,1.0,2.0,$70.00,30,3,3,30,30,3.0,30.0,,t,8,30,57,332,77,31,2,4.94,4.96,4.92,4.95,4.96,4.91,4.79,02/Z/AZ/019072-24,f,1,0,1,0,2.49
4927,4927,1405939,20241221052002,Charming Large Bright Room Neukölln Sleeps 6+,"Enjoy your stay in a bright and spacious private room within our apartment, which comfortably sleeps 6 people. With a separate private bathroom the room is also equipped with sofas, table, chairs, fridge and kettle,cooker(hobs and oven),cooking utensils and equipment, basically a self contained ground floor apartment as it has a separate private entrance. Located in a quiet neighbourhood in the district of Neukölln, with good transport links and plenty of eateries and bars close by.",7585649,Beatrice,f,1.0,3.0,t,t,52.46545,13.43719,Private room in rental unit,Private room,6,,1.0,,,1125,3,4,1125,1125,4.0,1125.0,,t,5,28,54,329,362,36,0,4.43,4.46,4.15,4.79,4.72,4.38,4.49,08/Z/AZ/012539-23,f,1,0,1,0,2.61
4938,4938,1276792210788501979,20241221052002,Einbettzimmer Berlin Neukölln,"Our single room in a quiet location in Neukölln is family-friendly and well maintained. There is a shared bathroom on the floor. A shared kitchen, as well as another kitchen alcove are also provided. The rooms are freshly renovated. A direct bus connection (X11) and a highway (A100) are located in the vicinity.<br />A second guest bed can be booked as needed.",496177530,Ali,f,11.0,11.0,t,t,52.43494279999999,13.4773326,Private room in home,Private room,1,1.0,1.0,1.0,$35.00,365,2,2,365,365,2.0,365.0,,t,30,60,90,90,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"First name and Last name: Ali Mramori <br/> Contact address: Fenchelweg 81, 12357, Berlin, Deutschland <br/>Listing address: Fenchelweg 81, 12357, Berlin, Deutschland",t,11,1,10,0,0.65
4944,4944,1262428699167095388,20241221052002,Friedrichshain: 1 Room,Friedrichshain close to Boxi / Boxhagener Platz: 1 Room in 3 room apartment. Maximum 1 Person per room. all amenities are very close. Train station Landsberger approx 10 mins walking distance. Tram 2 minutes walking distance,655981484,Patrycja,f,1.0,3.0,f,t,52.52717744315819,13.450358579034535,Private room in rental unit,Private room,1,1.0,1.0,1.0,$49.00,365,10,10,365,365,10.0,365.0,,t,30,60,90,365,1,1,0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,"First name and Last name: Petra Law <br/> Contact address: Strassmannstrasse 22, 10249, Berlin, Deutschland <br/>Listing address: Ebertystrasse 4, 10249, Berlin, Deutschland",f,1,0,1,0,0.88
4949,4949,33996221,20241221052002,Sonniges Zimmer Central gelegen,The apartment is flooded with light from morning to evening; the wooden floors make the apartment feel pleasant and comfortable.,213674200,Anne,t,1.0,1.0,t,t,52.53096,13.42742,Private room in rental unit,Private room,1,1.0,1.0,1.0,$47.00,730,1,7,730,730,7.0,730.0,,t,15,22,35,272,58,16,2,4.88,4.83,4.79,4.83,4.9,4.9,4.74,03/Z/AZ/007028-22,f,1,0,1,0,0.85
4950,4950,997766322339426604,20241221052002,Ruhiges Zimmer in Charlottenburg,"Bright, quiet room in a beautiful Berlin old building apartment overlooking the green courtyard. There is a comfortable Queen size double bed (1.60m wide), table and two chairs to eat and work as well as a dresser and clothes rack In the room you will find everything to prepare a hot tea or coffee, plates, cutlery and of course wine glasses.  Best connection - Ringbahn (Messe Nord/ICC) and U-Bahn (U2 Kaiserdamm) are a 5-minute walk away.",185121713,Rebekka,f,1.0,1.0,t,t,52.5101171849803,13.27935013556086,Private room in rental unit,Private room,2,1.5,1.0,1.0,$80.00,365,2,2,365,365,2.0,365.0,,t,0,0,17,17,50,41,1,4.9,4.88,4.94,4.96,4.92,4.88,4.8,04/Z/AZ/014658-23,f,1,0,1,0,3.49
4951,4951,1087691143770888713,20241221052002,"Comfy Room w/ Hot Breakfast, Near Alexanderplatz!","Our prime location in Berlin's Mitte district is a stone's throw away from some of the city's most iconic attractions. Alexanderplatz is just nearby. The famous TV Tower, with its panoramic views of the city, is also within walking distance.  For cultural enthusiasts, Museum Island, housing world-class museums like Pergamon and Bode, is nearby. Discover the historic Berlin Cathedral, remnants of the Berlin Wall, and the vibrant Hackescher Markt—all close to our location.",484535538,RoomPicks,f,737.0,1588.0,t,t,52.52453,13.4187,Room in hotel,Hotel room,2,1.0,1.0,1.0,$999.00,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Legal entity name and Legal form: Hampton by Hilton Berlin City Centre Alexanderplatz <br/>Legal representatives or Trade register number: HRB 214074 B <br/> Entity address: Otto-Braun-Straße 69, 10178, Berlin, Germany <br/>Listing address: Otto-Braun-Straße 69, 10178, Berlin, Germany",t,12,0,0,0,0.19
4957,4957,28302855,20241221052002,SMARTments - Temporary living in Berlin-Karlshorst,"You are seeking a home away from home for a few weeks or months? <br /><br />SMARTments business is a professionally managed serviced apartment house.<br /><br />Whether you are on a business trip, travelling or just need comfortable accommodation: SMARTments business offers you an upscale and harmonious environment - perfectly suited for longer stays.",148226214,SMARTments,f,23.0,23.0,t,t,52.48074,13.52555,Room in serviced apartment,Hotel room,2,1.0,1.0,1.0,$125.00,180,1,7,180,180,2.4,180.0,,t,25,53,83,358,2,1,0,4.0,4.5,4.0,4.0,4.5,5.0,4.0,"Legal entity name and Legal form: SMARTments business Betriebsgesellschaft mbH <br/>Legal representatives or Trade register number: HRB 13497  <br/> Entity address: Am Weichselgarten 11 bis 13, 91058, Erlangen, Deutschland <br/>Listing address: Treskowallee 115, 10318, Berlin, Deutschland",t,19,0,11,0,0.07
4962,4962,883470688094282089,20241221052002,Gemütliches Zimmer direkt am Viktoriapark,"Sit back and relax at this renovated, stylish space. Centrally located right by Viktoriapark",513025768,Julian,t,1.0,1.0,t,t,52.48543,13.38006,Private room in rental unit,Private room,2,1.0,1.0,1.0,$70.00,365,2,4,365,365,2.1,365.0,,t,1,1,1,1,27,20,0,5.0,5.0,5.0,5.0,5.0,4.85,5.0,07/Z/AZ/015423-23,f,1,0,1,0,1.69
4964,4964,572135290702626082,20241221052002,Elegant Art Deco Room in Kreuzberg 2,The apartment in the middle of Kreuzberg is located right next to the Markthalle 9. From this centrally located accommodation you are right in the middle of the action. I'm looking forward to welcoming you!,46134517,Laura,f,26.0,29.0,t,t,52.501,13.43214,Private room in rental unit,Private room,2,2.0,1.0,1.0,$60.00,28,1,2,28,28,1.2,28.0,,t,22,52,82,357,160,55,0,4.68,4.74,4.74,4.89,4.88,4.74,4.49,"Legal entity name and Legal form: Bonnie Nussbaum Kraatz GbR <br/>Legal representatives or Trade register number: Laura Nussbaum <br/> Entity address: Muskauer Straße 50, 10997, Berlin, Deutschland <br/>Listing address: Muskauer Straße 50, 10997, Berlin, Deutschland",t,26,2,24,0,4.83
4965,4965,572161925621135232,20241221052002,Spacious Room in the Center of Berlin 3,The spacious room is one of four rooms in a lovely flat which is part of a charming old building in the heart of Kreuzberg and the district known for its hospitality and cultural richness also describes what the whole place is about. <br /><br />The apartment is shared with other guests and has two shared bathrooms and one shared kitchen.<br /><br />I'm looking forward to seeing you!,46134517,Laura,f,26.0,29.0,t,t,52.501,13.43214,Private room in rental unit,Private room,2,2.0,1.0,1.0,$55.00,28,1,2,28,28,1.2,28.0,,t,23,35,56,331,136,45,1,4.65,4.74,4.79,4.85,4.86,4.73,4.54,"Legal entity name and Legal form: Bonnie Nussbaum Kraatz GbR <br/>Legal representatives or Trade register number: Laura Nussbaum <br/> Entity address: Muskauer Straße 50, 10997, Berlin, Deutschland <br/>Listing address: Muskauer Straße 50, 10997, Berlin, Germany",t,26,2,24,0,4.11
