,Unnamed: 0,id,scrape_id,name,description,host_id,host_name,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
6114,6114,4830714,20241221052002,"Charming Design Loft, Berlin Mitte","This charming, modern accommodation is perfectly located in the heart of Berlin Mitte, one of the oldest borrows of art and history in Berlin. Perfect, if you are searching for a demanding and cultural city trip as a couple ore by yourself.",24507087,Marcus,t,3.0,4.0,t,t,52.52735,13.39749,Entire loft,Entire home/apt,2,1.0,1.0,1.0,$147.00,400,3,4,400,400,3.8,400.0,,t,9,27,37,218,214,34,4,4.93,4.96,4.93,4.92,4.93,4.98,4.75,01/Z/AZ/015182-23,f,3,3,0,0,1.82
6115,6115,493539,20241221052002,Spend the night in the oldest house in Berlin!,"Here you will be sleeping in the oldest residential building in Berlin from the 17th century, the only worldly building left from the extension of the medieval town, with original architecture on its original site - even if you would hardly notice it ...",2437942,Marius,f,2.0,2.0,t,t,52.5151,13.41369,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,$125.00,364,92,92,364,364,92.0,364.0,,t,0,18,48,323,292,0,0,4.81,4.87,4.96,4.93,4.94,4.84,4.66,,f,2,2,0,0,2.63
6122,6122,892423383168046227,20241221052002,Cosy Apartment Berlin Center,Enjoy a stylish experience at this centrally-located place.,49329346,Valentina,f,2.0,2.0,t,t,52.54038065171074,13.424939906656956,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$120.00,365,2,2,365,365,2.0,365.0,,t,20,20,40,312,1,1,0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,"First name and Last name: Valentina Di Preta <br/> Contact address: Stubbenkammerstr.11, 10437, Berlin, Deutschland <br/>Listing address: Stubbenkammerstr.11, 10437, Berlin, Deutschland",f,2,2,0,0,0.08
6129,6129,28534680,20241221052002,SCHØNES L (fjord hotel berlin),"approx. 25m² | 2 beds of 90 x 200cm (separate or together) | sofa bed | flat screen TV | desk | free WiFi | bathroom with shower/WC/hairdryer | safe | refrigerator<br /><br />Parking: Please reserve in advance for €17.00 per day.<br />Breakfast: buffet with a wide selection of regional and ORGANIC products for €21.00,  Mon.-Fr from 6:30 am -10:30am, on weekends & holidays 7:00 am - 11:00 am, tea and coffee specialties as well as juices are included",215175725,Maarten,t,5.0,5.0,t,f,52.50329,13.37034,Room in hotel,Hotel room,4,1.0,1.0,3.0,$122.00,1125,1,4,1125,1125,1.7,1125.0,,t,26,56,86,250,114,32,3,4.74,4.82,4.88,4.84,4.89,4.66,4.59,"Legal entity name and Legal form: fjord hotel berlin gmbh <br/>Legal representatives or Trade register number: 144607 B - Amtsgericht Charlottenburg <br/> Entity address: Bissingzeile 13, 10785, Berlin, Deutschland <br/>Listing address: Bissingzeile 13, 10785, Berlin, Deutschland",t,5,0,0,0,1.53
6130,6130,799883479729708626,20241221052002,1. Mitten drin im Berliner Flair im Bezirk Mitte,"Experience Berlin very centrally, in a clear, bright and modern ambience.<br />This apartment, which is quietly located and yet between natural history museum, <br />Reichstag and Central Station all not far away, this is a great exit to experience Berlin.<br />With a breakfast in the morning, you can get one of the breakfast and street cafes,  200m away from the apartment, where you can get breakfast or rolls very well.<br />Restaurant exactly opposite the house and bus stop 200m away",494958312,Thomas,f,2.0,2.0,f,t,52.5333991,13.3717674,Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,$140.00,4,2,4,4,4,2.1,4.0,,t,19,49,79,334,130,71,4,4.69,4.82,4.55,4.8,4.66,4.72,4.61,01/Z/AZ/014281-22,t,2,2,0,0,5.62
6131,6131,2860420,20241221052002,250 qm penthouse with roof terrace for photoshoot,"For rent for photoshoots, during week days,  from 9 am to 7 pm, for a team of maximum 15 people :<br /> Exceptional 250 sqm penthouse with rooftop and 360° view. The apartment has been designed to provide a unique experience of light and space. It has a patio, a balcony, and a rooftop terrasse overlooking the whole city.",14623546,Jean Luc,f,1.0,2.0,t,t,52.49185,13.41961,Entire loft,Entire home/apt,15,2.0,0.0,1.0,"$2,500.00",1125,1,1,1125,1125,1.0,1125.0,,t,29,59,89,89,17,0,0,5.0,4.93,5.0,5.0,4.93,4.87,4.6,02/Z/RA/016750-23,f,1,1,0,0,0.13
6132,6132,727566527683398800,20241221052002,"Sunny room in attic apartment, Friedrichshain","This sunny attic apartment is situated on Simon-Dach-Straße - with lots of bars and restaurants right on the doorstep, but being on the top floor and facing away from the street, the apartment itself is quiet and peaceful.<br /><br />It's well connected to public transport (2 minutes from the nearest tram and close to Warshaurstraße & Ostkreuz stations).",5451117,William,f,1.0,1.0,t,t,52.50985,13.45652,Private room in loft,Private room,2,1.0,1.0,1.0,$110.00,10,3,3,10,10,3.0,10.0,,t,7,7,7,7,6,3,0,5.0,5.0,4.83,4.67,5.0,4.83,4.83,02/Z/AZ/016160-22,f,1,0,1,0,0.23
6135,6135,31480066,20241221052002,Große Maisonette-Wohnung im Prenzlauer Berg,,235847317,Annette,t,1.0,1.0,t,t,52.55035,13.42178,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,$120.00,1125,1,4,1125,1125,3.2,1125.0,,t,11,36,48,315,264,60,5,4.89,4.91,4.87,4.92,4.95,4.9,4.75,"First name and Last name: Annette Lewis <br/> Contact address: Große Hamburger Straße 30, 10115, Berlin, Deutschland  <br/>Listing address: Erich-Weinert-Straße 53, 10439, Berlin , Deutschland ",t,1,1,0,0,3.7
6144,6144,666367175664102499,20241221052002,"Blueground | Mitte, nr Potsdamer Platz","Show up and start living from day one in Berlin with this stylish two bedroom Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully-equipped Mitte home with stunning balcony views over the city. (ID #BER58)",434485440,Blueground,f,322.0,325.0,t,t,52.5014687,13.3589811,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,$170.00,1125,92,334,1125,1125,96.4,1125.0,,t,0,0,0,264,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"Legal entity name and Legal form: BLUEGROUND GERMANY GmbH <br/>Legal representatives or Trade register number: HRB 232347 B <br/> Entity address: Akazienstr.3a, 10823 , Berlin, Germany <br/>Listing address: Schönegarten N 2.1, 10785, Berlin, Germany",t,318,318,0,0,0.32
6147,6147,1289758057530315360,20241221052002,"Blueground | Mitte, furnished & ready","Show up and start living from day one in Berlin with this cozy one bedroom Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully-equipped Mitte home . (ID #BER340)",434485440,Blueground,f,322.0,325.0,t,t,52.50675349999999,13.4202906,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$115.00,1125,92,334,1125,1125,96.6,1125.0,,t,0,9,9,213,0,0,0,,,,,,,,,t,318,318,0,0,
6152,6152,40812932,20241221052002,Bright and beautiful old Apartment in Scandi style,"This bright and cosy flat is situated right at the heart of Friedichshain/Boxhagenerplatz. You have a bunch of cosy cafes, bars and restaurants in the area. 80sqm, perfect for a couple, small family or group of friends. For a long weekend or for someone looking to stay a bit longer. The apartment has 1 big bedroom connected with beautiful double doors to the living room, which has a small balcony.",8608225,Inti,f,1.0,3.0,t,t,52.51062,13.45858,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$125.00,125,92,92,1125,1125,92.0,1125.0,,t,30,60,90,90,1,0,0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,,t,1,1,0,0,0.02
6158,6158,645358440944723332,20241221052002,"Blueground | Charlottenburg, near Kurfürstendamm","Feel at home wherever you choose to live with Blueground. You’ll love this spacious Charlottenburg furnished one bedroom apartment with its modern decor, fully equipped kitchen, and roomy living room with great balcony views. Ideally located, you’re close to all the best that Berlin has to offer! (ID #BER46)",434485440,Blueground,f,322.0,325.0,t,t,52.5045126,13.3412181,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$103.00,1125,92,334,1125,1125,97.9,1125.0,,t,30,60,90,365,0,0,0,,,,,,,,"Legal entity name and Legal form: BLUEGROUND GERMANY GmbH <br/>Legal representatives or Trade register number: HRB 232347 B <br/> Entity address: Akazienstr.3a, 10823, Berlin, Germany <br/>Listing address: Nürnberger Str. 68 #308, 10787, Berlin, Germany",t,318,318,0,0,
6159,6159,629557587222360574,20241221052002,Exklusives Ferienappartement,"Our exclusive vacation apartment is located in Berlin's dishwasher district, right next to the Volkspark Schönholzer Heide, surrounded by wide large public parks with their sights, such as the Bürgerpark and the castle park. The center of Pankow- Niederschönhausen is in walking distance.<br /><br />The apartment<br />has 40 square meters of living space with balcony, an en-suite bathroom with tub shower, as well as a pantry kitchen.<br /><br />Sports for runners in the adjacent forest park or visit the in-house sauna.",450145021,Christian,f,2.0,2.0,f,t,52.576672,13.39311,Entire vacation home,Entire home/apt,2,1.0,1.0,1.0,$170.00,365,3,3,365,365,3.0,365.0,,t,19,49,79,354,0,0,0,,,,,,,,"Legal entity name and Legal form: Solitaire Hotel Ein Unternehmen der METZGER der Komplettausbauer GmbH &amp; Co. KG <br/>Legal representatives or Trade register number: HRB-Nr.: 60927 <br/> Entity address: An der Fohlenweide 22, 67112, Mutterstadt, Deutschland <br/>Listing address: Hermann-Hesse-Str. 64, 13156, Berlin, Deutschland",f,2,2,0,0,
6162,6162,645355641449080438,20241221052002,"Blueground | Charlottenburg, near Kurfürstendamm","Feel at home wherever you choose to live with Blueground. You’ll love this lovely Charlottenburg furnished one bedroom apartment with its modern decor, fully equipped kitchen, and comfortable living room with great balcony views. Ideally located, you’re close to all the best that Berlin has to offer! (ID #BER45)",434485440,Blueground,f,322.0,325.0,t,t,52.5045126,13.3412181,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$138.00,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,0,0,0,,,,,,,,"Legal entity name and Legal form: BLUEGROUND GERMANY GmbH <br/>Legal representatives or Trade register number: HRB 232347 B <br/> Entity address: Akazienstr.3a, 10823, Berlin, Germany <br/>Listing address: Nürnberger Str. 68 #109, 10787, Berlin, Germany",t,318,318,0,0,
6165,6165,10103689,20241221052002,Potsdamer Platz-Top Spot Studio 3,What makes this listing extra special is there are 3 studios available next to each other so a total of 12 people can stay together in the heart of Berlin just 6 minutes walk from the famous Potsdammer Platz  but still have privacy of their own apartment.,22276081,Martin,f,6.0,6.0,t,t,52.50360107,13.3774004,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,$119.00,1125,1,5,1125,1125,4.3,1125.0,,t,9,23,42,312,661,6,0,4.87,4.89,4.89,4.95,4.96,4.8,4.81,"Legal entity name and Legal form: Arbio Akazia GmbH <br/>Legal representatives or Trade register number: HRB 269523 <br/> Entity address: Am Haag 8, 82166, Gräfelfing, Germany <br/>Listing address: Hafenplatz 5, 10963, Berlin , Germany ",t,6,6,0,0,6.05
6167,6167,1106962580842535747,20241221052002,"Blueground | Prenzlauer Berg, fully furnished","Feel at home wherever you choose to live with Blueground. You’ll love this beautiful Prenzlauer Berg furnished two bedroom apartment with its modern decor, fully equipped kitchen, and bright living room with great balcony views. Ideally located, you’re close to all the best that Berlin has to offer! (ID #BER223)",434485440,Blueground,f,322.0,325.0,t,t,52.5556653,13.4080031,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,$130.00,1125,92,337,1125,1125,96.4,1125.0,,t,0,0,17,292,0,0,0,,,,,,,,,t,318,318,0,0,
6171,6171,1182423841930170549,20241221052002,"Blueground | Friedrichshain, Furnished & Equipped","Discover the best of Berlin, with this two bedroom apartment in Friedrichshain. . It’ll be easy to simply show up and start living in this contemporary Blueground furnished apartment with its fully-equipped kitchen, charming living room, and our dedicated, on-the-ground support. (ID #BER302)",434485440,Blueground,f,322.0,325.0,t,t,52.50927060000001,13.4687154,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,$137.00,1125,92,334,1125,1125,96.5,1125.0,,t,0,0,0,267,0,0,0,,,,,,,,,t,318,318,0,0,
6176,6176,1048368813501835103,20241221052002,Apartamento luminoso en Berlín,"Apartment in a renovated old building. Located in Neukölln, one of the most cosmopolitan neighborhoods in Berlin, very close to Kreuzberg, Tempelhof Park and close to Weserstraße with a large number of bars and restaurants. Direct connection by metro to the most attractive tourist spots in Berlin<br /><br />It is a spacious room with a sofa bed for two people, a projector and smart TV, as well as a large work table. Fully equipped kitchen and bright bathroom included",445734597,Mario,f,2.0,2.0,t,t,52.4825901034195,13.438543824227668,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,$105.00,1125,3,3,1125,1125,3.0,1125.0,,t,0,0,20,200,3,3,0,4.67,5.0,5.0,4.67,5.0,4.67,4.67,08/Z/RA/013513-23,f,1,1,0,0,0.32
6179,6179,34460859,20241221052002,Sunny modern flat in the heart of Kreuzberg,"Welcome to my beautiful bright apartment in heart of Kreuzberg. The large living room has an open kitchen, a balcony and a home cinema with a projector. Directly above the apartment is a large shared roof terrace. Cafes, restaurants and shopping as well as the Südstern subway station are right outside. Next door is the Volkspark Hasenheide. The unique Tempelhofer Feld is a 15-minute walk away.",3555503,Florian,t,1.0,1.0,t,t,52.49128,13.40944,Entire condo,Entire home/apt,5,1.0,2.0,3.0,$135.00,30,3,4,1125,1125,3.0,1125.0,,t,0,0,0,11,38,7,1,5.0,5.0,4.95,4.97,5.0,4.92,4.95,02/Z/RA/014073-21,f,1,1,0,0,0.98
6181,6181,1282503838314542916,20241221052002,Elegant Apartment in Kreuzberg,"In a historic building from 1860, featuring the typical architecture of municipal structures of the time and protected by the cultural heritage authorities, lies an elegant 70 sqm apartment. The property boasts a magnificent living area with three large windows, including two French doors that open onto a spacious balcony overlooking Grimm Park in Kreuzberg",499502014,Federica,f,2.0,2.0,t,t,52.49356316352323,13.412444109070949,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$140.00,182,92,92,182,182,92.0,182.0,,t,30,60,90,365,0,0,0,,,,,,,,,f,2,2,0,0,
6183,6183,3188899,20241221052002,Beautiful Apartment Connected to an Art Gallery,"This stunning minimalist-inspired home adds its own artistic flair to the decor by placing bold and exciting art pieces throughout every room. With hardwood floors and black and white fixtures, each space has an elegant charm and character.<br /><br />Impressum<br />Aglaja Schott<br />Gütlingstr. 18b<br />14167 Berlin<br /><br />Our space is truly unique because it offers our guests to experience art while living in Berlin's popular district Mitte.  The gallery and apartment is owned by an artist, who designed the space to show his work.<br /><br />Guests will have access to the whole gallery, but for rent is only the private apartment adherent to the gallery, including a small kitchen, a combined living sleeping area with a loft style bathtub and attached separate bathroom with shower. The other sleeping area can be separated by movable walls and has an extra bathroom with shower and toilet as well. Guests also have access to the back yard until 10 pm. <br /><br />Our aim is, to welco",12671652,Aglaja,t,1.0,2.0,t,t,52.51182,13.40104,Entire rental unit,Entire home/apt,5,2.0,2.0,2.0,$145.00,7,1,1,7,7,1.0,7.0,,t,5,14,25,196,767,84,6,4.82,4.85,4.73,4.96,4.96,4.82,4.74,"First name and Last name: Aglaja Schott <br/> Contact address: Gütlingstraße 18b, 14167, Berlin, Deutschland <br/>Listing address: Seydelstraße 7, 10117, Berlin, Deutschland",t,1,1,0,0,6.08
6191,6191,985273828160350848,20241221052002,Beautiful apartment in Charlottenburg,"This apartment, located in a completely renovated historic building, captivates with its open kitchen, high ceilings, and exquisite furnishings. It's where historical charm seamlessly blends with modern comfort. Enjoy the spacious layout and meticulous interior design. Your home in this vibrant area invites you to fully experience the pulsating energy of Berlin.",515931655,Benedikt,f,7.0,10.0,t,f,52.5091312,13.3184748,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$100.00,365,92,92,365,365,92.0,365.0,,t,29,59,89,179,0,0,0,,,,,,,,,f,7,7,0,0,
6196,6196,53970889,20241221052002,Holiday 33 Apartment G Schoenhauser Allee,"When you stay in this centrally located accommodation, your family has all the important points of interest nearby.",172232819,Holiday 33,f,14.0,16.0,t,t,52.54907,13.41305,Entire rental unit,Entire home/apt,7,1.0,2.0,3.0,$157.00,1125,1,4,1125,1125,1.9,1125.0,,t,13,31,54,321,95,27,1,4.73,4.8,4.76,4.91,4.89,4.81,4.58,"First name and Last name: Haitao Long <br/> Contact address: Danziger Str. 108, 10405, Berlin, Germany  <br/>Listing address: Schönhauser Allee 72, 10437, Berlin, Germany ",f,14,14,0,0,2.73
6205,6205,50724159,20241221052002,Apartment/Studio - 66 sqm - zentral - Erdgeschoss,"Bathroom with toilet and bathtub, washing machine and large wall mirror - Compact kitchen with hob, dishwasher, refrigerator - central heating - perfect connection to public transport (a few minutes to Friedrichstraße, Prenzlauer Berg and Zooglischer Garten) - Strandbad nearby",920717,Martin,f,1.0,5.0,t,t,52.54988,13.34751,Entire condo,Entire home/apt,6,1.0,1.0,4.0,$100.00,1125,2,2,1125,1125,2.0,1125.0,,t,19,47,75,75,49,48,1,4.8,4.88,4.82,4.96,4.98,4.45,4.69,"First name and Last name: Martin Boltz  <br/> Contact address: Cornelius-Fredericks-Str. 9, ambiente@gmx.eu, 13351, Berlin , Deutschland  <br/>Listing address: Cornelius-Fredericks-Str. 9, 13351, Berlin , Deutschland",t,1,1,0,0,1.17
6208,6208,1241967032582153264,20241221052002,Oran Apartment 4,"Our apartments are furnished in a modern style and are located in central Berlin. They are equipped with all necessary appliances: TV, fridge, stove, dishwasher and WiFi – everything you need for a comfortable stay with the whole family. In addition, the apartments have a keyless access code for extra comfort. Looking forward to your arrival!",508465885,Artem,t,10.0,10.0,t,t,52.50669779242968,13.398961084655785,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$170.00,365,1,1,365,365,1.0,365.0,,t,28,55,85,157,10,10,2,4.9,4.8,4.9,5.0,4.9,4.7,4.7,"Legal entity name and Legal form: Hardcore Internet GmbH <br/>Legal representatives or Trade register number: HBR 235359 <br/> Entity address: Wundtstr. 66, 14057, Berlin, Deutschland <br/>Listing address: Oranienstraße 100, 10969, Berlin, Deutschland",t,10,10,0,0,4.41
6209,6209,7303251,20241221052002,Spacious & lofty 90 sq m apartment,"Amazing apartment in the heart of Berlin on a quiet side street. Two minutes walk to Mauerpark and ten minutes walk into the centre. Lot's of restaurants and coffee shops within walking distance.<br /><br />Large open plan kitchen / dining area. Bedroom with king size bed, 1.8x2m. Separate living room that can also be used as a bedroom, we have two single beds that can be left in the room if required. <br /><br />We speak English, German and Spanish so feel free to write in these languages !<br /><br />Itxaso & Seamus",5528072,Seamus,f,1.0,1.0,t,t,52.53841,13.40561,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,$160.00,1125,4,7,1125,1125,4.2,1125.0,,t,4,10,17,17,2,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,03/Z/RA/009135-24,f,1,1,0,0,0.02
6211,6211,721491802289474005,20241221052002,New apartment in city west w balcony,"60qm, 4 th floor/ top floor, balcony with sun, no elevator<br /><br />Painting work was currently  done and the apartment was getting a new look and a fresh up.  There is <br />a new floor, bright walls and more.<br /><br />There is a huge backyard with a playground and space for bikes. I barely saw people hanging out there, so it’s a really quiet area. The whole area is surrounded by a fence, so there are no strangers passing the entrance doors downstairs. Save for kids. Kindergarten and school not far.",16371767,Natalia,f,1.0,1.0,t,t,52.51057931409847,13.311775030268375,Entire condo,Entire home/apt,2,1.0,1.0,1.0,$150.00,1125,92,92,1125,1125,92.0,1125.0,,t,22,52,81,354,0,0,0,,,,,,,,,f,1,1,0,0,
6216,6216,1264460351152558977,20241221052002,Numa | 1 Bedroom Apartment with Sofa Bed,"This modern apartment offers 41 sqm of space. Ideal for up to four people, its double bed (160x200), sofa bed (160x200), and modern bathroom with shower make this stay a perfect way to experience Berlin. The apartment also offers a kitchen with sink, stove and dishwasher and a dining table, so you’ll have everything you need for maximum comfort and minimal stress.",656421265,Silvina,f,10.0,10.0,t,t,52.5057254,13.380306,Entire serviced apartment,Entire home/apt,4,1.0,2.0,2.0,$137.00,365,1,5,999,999,2.0,999.0,,t,16,46,76,319,0,0,0,,,,,,,,"Legal entity name and Legal form: Numa Deutschland GmbH  <br/>Legal representatives or Trade register number: HRB 209291 B <br/> Entity address: Potsdamer Straße 68a , 10785 , Berlin, Germany <br/>Listing address: Stresemannstr 95-97,  10963,  Berlin, Germany",t,10,10,0,0,
6217,6217,52111736,20241221052002,Apartment im Zentrum Berlins!,"The apartment is central in the trendy Friedrichshain district, in the east of Berlin. It's on the bottom floor of a Berlin old building multi-family house with direct access to the Schreinerstraße. We lovingly equipped the apartment with wooden furniture  and  plants. A  large  double  bed measuring 1.80 mx2m and a comfortable sofa bed for two people offer a relaxing night's sleep.",421916702,Johann,t,1.0,1.0,t,t,52.5174,13.46388,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$136.00,60,2,4,1125,1125,2.0,1125.0,,t,17,43,71,310,121,34,0,4.88,4.95,4.85,4.9,4.93,4.87,4.69,"First name and Last name: Isabelle Holz  <br/> Contact address: Koloniestr. 125, 13359, Berlin , Deutschland  <br/>Listing address: Schreiner Str. 61, 10247, Berlin , Deutschland",t,1,1,0,0,3.05
6223,6223,664527021400272480,20241221052002,Helle und gemütliche Neubauwohung,"Enjoy the in time of this small but fine, light-filled two-room apartment. <br /><br />In a quiet location, it is located near the Landwehr Canal and borders directly on the trendy Weserkiez with its numerous restaurants and bars. Görlitzer Park and Treptower Park offer not far the opportunity to relax in nature.",467845811,Mats,f,1.0,1.0,t,t,52.48901,13.44487,Entire condo,Entire home/apt,2,1.0,1.0,1.0,$100.00,365,1,1,365,365,1.0,365.0,,t,0,0,0,0,22,8,1,4.91,5.0,4.82,4.95,5.0,4.82,4.91,09/Z/RA/003664-22,f,1,1,0,0,0.88
6226,6226,659211828721089398,20241221052002,Studenten Zimmer mit Arbeitsplatz + Gartennutzung,"The shared room is quiet and is located in green nature. It has a great workspace in the garden and in the house as well as on the terrace. International and national guests are welcome to welcome us. All the rooms have free internet and come with fine oil paintings on a screen.<br />There is an art gallery and art academy on the property. There is a great and international shared apartment community, where you can also ask questions and cook together. Fire pit + grill",83471155,Diana,f,3.0,3.0,t,t,52.50703,13.54443,Private room in home,Private room,1,1.0,1.0,1.0,$19.00,365,92,92,365,365,92.0,365.0,,t,11,11,11,185,4,1,0,4.75,5.0,4.25,5.0,5.0,4.75,4.75,,t,3,0,3,0,0.15
6229,6229,242794,20241221052002,Elegant renovated apartment 72 m2,"Elegant apartment in the heart of Friedrichshain, Berlin. A few meters from the Metro.<br />2 large rooms, kitchen with breakfast bar and balcony, very bright, 2 bathrooms.<br />Design furniture and lighting design.<br />For discerning travelers.<br />We rent it for long or short stays.<br />Registration Nr. 02/Z/RA/012792-20 (Bezirksamt Friedrichshain-Kreuzberg)<br />The price does not include the city tax (5% of the first 21 days of rent) that must be paid at arrival.",1274606,Mario,f,3.0,9.0,t,t,52.51367,13.45527,Entire rental unit,Entire home/apt,2,2.0,1.0,2.0,$167.00,180,4,4,180,180,4.0,180.0,,t,20,50,55,286,97,9,0,4.76,4.75,4.63,4.81,4.89,4.9,4.58,02/Z/ZA/005795-17,f,1,1,0,0,0.63
6239,6239,27259147,20241221052002,"L Central Berlin-Kreuzberg, Clean, Cozy, Connected","You will have An Entire stylish Souterrain apartment located in The Heart Berlin, Kreuzberg-Bergmannkiez District. It is well connected and busy all the time, fast to reach all the city attractions. it is where the nightlife is if you like outings. The apartment is clean, cozy with style. The property is registered at Berlin city council, so you can feel safe to rent a legal place.<br /><br />For stays longer than 8 days please contact me to see if possible.",4418286,Yaz,f,2.0,2.0,t,t,52.49502,13.39798,Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,$100.00,14,1,2,1125,1125,1.0,1125.0,,t,8,21,45,59,462,74,1,4.7,4.68,4.77,4.91,4.94,4.8,4.61,"First name and Last name: Yasser Zabalawi <br/> Contact address: Hindenburgdamm 75, 12203, Berlin, Germany <br/>Listing address: Mittenwalderstr 56, 10963, Berlin, Germany",f,2,2,0,0,5.93
6241,6241,251984,20241221052002,Coming Home In The Heart Of Berlin,"All spaces in the listing are for the private use of the guest, only. The landlord will not live in the apartment during the guest‘s stay. <br /><br />Coming Home In The Heart Of Berlin is in a quiet house, on a central street, close to Potsdamerplatz and located at the center of many of Berlin’s museums, galleries, historical sites, concert halls, opera houses, restaurants, bars, key shopping streets and superbly connected by public transport, to the inner and outer areas of the city!",1321934,Thérèse,f,1.0,1.0,t,t,52.5008,13.38847,Entire condo,Entire home/apt,2,1.0,1.0,1.0,$120.00,1125,1,3,1125,1125,3.0,1125.0,,t,0,0,6,6,51,5,0,4.94,4.9,4.92,4.98,4.98,4.8,4.84,02/Z/AZ/018856-24,t,1,1,0,0,0.5
6244,6244,868605239149074846,20241221052002,Rockchair | LANG Li - Cozy Family & Business 2 BR,"Give us a hand❤. Safe us on your wishlist!<br />Easy check-in with access code - without key!<br />Box spring beds including bed linen, towels, shampoo, fully equipped kitchen, washing machine, dryer, high speed Wi-Fi, HD TV, high chair & baby bed ... and much more.  Cleanliness & hygiene are very important to us. <br /><br />Professional or private? Family or colleagues? We are happy to issue an invoice with VAT.",155105708,Sören,,46.0,49.0,t,t,52.489418243936576,13.361066542987748,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,$149.00,1125,1,5,1125,1125,4.6,1125.0,,t,12,42,72,347,62,30,1,4.87,4.87,4.89,4.97,4.85,4.84,4.66,"Legal entity name and Legal form: Rockchair GmbH <br/>Legal representatives or Trade register number: HRB 184568 B  <br/> Entity address: Forckenbeckstr. 64, 14199, Berlin, Deutschland <br/>Listing address: Langenscheidtstr. 7, 10827, Berlin, Deutschland",f,23,23,0,0,3.09
6250,6250,1082423127767999006,20241221052002,Family room with terrace by NH Collection,"Hotel room with air conditioning, rain effect shower, espresso coffee machine, kettle, digital safe, flat screen TV, free wi-fi, hairdryer, minibar, sitting area and sofa bed. Room size 43 m2.",559932207,NH Collection Berlin Mitte Am,f,5.0,5.0,t,t,52.51035,13.3891,Room in hotel,Private room,2,1.0,1.0,1.0,$155.00,365,1,3,28,731,1.0,530.6,,t,18,46,76,99,0,0,0,,,,,,,,"First name and Last name:  Ivan Gomez Notario <br/> Contact address: Leipziger Str. 106-111, 10117, Berlin, Germany <br/>Listing address: Leipziger Str. 106-111, 10117, Berlin, Germany",t,5,0,5,0,
6254,6254,715660998471957523,20241221052002,95sqm 4room maisonette apt near center & PrenzlB,"4-room maisonette apartment renovated in 2022. Fully equipped with modern kitchen/dining area, 2 bathrooms, 2 bedrooms and spacious living/chilling area with comfortable sofa beds; suitable for 10 people. Ring train & tram connection, close to the S-Bahn station Greifswalder Str. (Prenzlauer Berg), in 20 minutes in the city center. The neighboring Langhansstraße is a real gastronomic mile, there is also a cinema, organic and a weekly market. Lightning fast & free WiFi.",124580281,Markus,f,20.0,20.0,t,t,52.54797,13.44792,Entire rental unit,Entire home/apt,10,2.0,2.0,4.0,$187.00,365,2,6,365,365,4.3,365.0,,t,23,47,77,352,42,22,2,4.57,4.69,4.48,4.95,4.74,4.43,4.52,03/Z/AZ/007373-22,t,11,11,0,0,1.71
