,id,name,host_id,host_is_superhost,host_total_listings_count,host_identity_verified,longitude,room_type,bathrooms,beds,maximum_nights,maximum_minimum_nights,maximum_maximum_nights,maximum_nights_avg_ntm,has_availability,availability_60,availability_365,number_of_reviews_ltm,review_scores_rating,review_scores_cleanliness,review_scores_communication,review_scores_value,instant_bookable,calculated_host_listings_count_entire_homes,calculated_host_listings_count_shared_rooms
5224,11684618,Apartment near Kudamm centerBerlin,969532,f,2.0,t,13.32304,Entire home/apt,,,92,92,1125,1125.0,t,0,0,0,4.62,4.55,4.79,4.52,f,1,0
5225,41588708,Super gelegen & sehr gut ausgestatetes 1 Zi.-App.,19390317,f,7.0,t,13.41715,Entire home/apt,1.0,1.0,1125,92,1125,1125.0,t,59,364,0,5.0,5.0,5.0,4.0,f,1,0
5226,8300176,Gemütliches Zimmer mit grossem Bett,43763425,f,1.0,f,13.41358,Private room,,,1125,92,1125,1125.0,,0,0,0,,,,,f,0,0
5227,12896946,Sunny and cozy room in Neukölln,34361673,f,1.0,t,13.43848,Private room,,,1125,92,1125,1125.0,t,0,0,0,4.5,4.5,4.5,4.0,f,0,0
5228,20091533,Schönes Zimmer in stylischer Wohnung in Mitte,8112984,f,2.0,t,13.4056,Private room,,,1125,92,1125,1125.0,t,0,0,0,5.0,5.0,5.0,5.0,t,0,0
5229,547585590713308732,Live the high life of Berlin,311166950,f,989.0,t,13.41691,Private room,1.0,2.0,365,1,1125,1125.0,t,0,0,0,,,,,t,0,0
5230,1040536232451757232,"Cozy Souterrain Apt, 3-Bdr,80 m²,Rosenthaler Platz",373606229,t,14.0,t,13.4041,Entire home/apt,1.0,6.0,365,3,365,365.0,t,30,260,55,4.73,4.47,4.95,4.65,t,14,0
5231,20231669,Spacious room with park view and huge balcony!,79844130,f,4.0,t,13.34858,Private room,,,1123,92,1123,1123.0,t,0,0,0,5.0,5.0,5.0,5.0,f,0,0
5232,1216543386528978117,modernes Business & City Apartment - Gesundbrunnen,281996966,f,112.0,t,13.38528,Entire home/apt,1.0,2.0,365,92,365,365.0,t,49,152,0,,,,,t,9,0
5233,675361851173038813,Lovely 3-rooms apartment near Ku'Damm,230224759,f,1.0,t,13.3111203,Entire home/apt,1.5,2.0,730,1,1125,1125.0,t,39,257,44,4.64,4.63,4.84,4.55,t,1,0
5234,27018634,Mooeve 7 apartment in Berlin,193643890,f,39.0,t,13.467029571533203,Entire home/apt,2.0,6.0,365,3,365,365.0,t,35,250,40,4.62,4.56,4.71,4.45,t,20,0
5235,1152013042055663020,Charmante Dachgeschoss-Ferienwohnung,567693994,t,17.0,t,13.463383589919674,Entire home/apt,1.0,1.0,1125,2,1125,214.1,t,19,324,1,5.0,5.0,5.0,4.0,t,17,0
5236,846128532305788324,"Blueground | Mitte, near Spree",434485440,f,325.0,t,13.3283711,Entire home/apt,1.0,1.0,1125,334,1125,1125.0,t,37,342,0,,,,,t,318,0
5237,30707890,Ruhige Wohnung mitten in Friedrichshain,43507112,f,1.0,t,13.44795,Entire home/apt,,,20,5,20,20.0,t,0,0,0,4.8,4.6,5.0,4.2,f,1,0
5238,32544078,5-Wohnen am Rüdesheimer Platz,26670019,f,9.0,t,13.31453,Private room,1.0,2.0,360,2,360,360.0,t,59,362,3,4.23,4.69,3.77,4.31,f,3,0
5239,728259999812963963,Creative Couple’s Urban Nest,431441866,f,1.0,t,13.38756,Entire home/apt,1.0,1.0,60,5,60,60.0,t,12,12,5,5.0,5.0,4.88,5.0,f,1,0
5240,5521732,Berlin Kreuzberg mit Spreeblick,28635186,t,2.0,t,13.43834,Private room,1.0,1.0,1124,60,1124,1124.0,t,0,91,4,4.9,4.73,4.92,5.0,f,0,0
5241,13500787,Gemütliche Wohnung direkt am Tempelhofer Hafen,77439052,f,1.0,t,13.39177,Entire home/apt,,,1125,92,1125,1125.0,t,0,0,0,5.0,5.0,5.0,5.0,f,1,0
5242,1163784736510507954,"bright & modern, close to HBF",19598508,f,1.0,t,13.32725,Entire home/apt,1.0,1.0,365,4,365,365.0,t,52,262,4,5.0,5.0,5.0,4.75,f,1,0
5243,1257986709257168627,Traumvilla mit Swimmingpool,443636732,f,1.0,f,13.2659322,Entire home/apt,3.5,5.0,365,92,365,365.0,,58,363,0,,,,,f,1,0
5244,24449046,Messe Berlin in 6 Minuten,29052203,t,1.0,f,13.26359,Private room,1.0,2.0,31,28,31,31.0,t,23,137,26,4.96,4.99,4.99,4.9,f,0,0
5245,1196078782155310270,Nice apartment in Berlin,512573083,f,5.0,t,13.492446753711784,Entire home/apt,1.0,5.0,365,2,365,365.0,t,60,365,3,2.33,3.67,1.67,3.0,f,5,0
5246,21075047,"URBAN LIVING, Best Area Berlin Friedrichshain",151888238,t,4.0,t,13.45969,Entire home/apt,,,1125,4,1125,1125.0,t,34,91,13,4.92,4.88,4.86,4.86,f,3,0
5247,1248339678852289456,"Blueground | Kreuzberg, balcony, fully equipped",434485440,f,325.0,t,13.3925628,Entire home/apt,1.0,1.0,1125,92,1125,1125.0,t,0,0,0,,,,,t,318,0
5248,28727569,1 Zimmer Wohnung am Hauptbahnhof,127562821,f,3.0,t,13.35691,Entire home/apt,,,1125,92,1125,1125.0,t,0,0,0,4.67,4.33,5.0,5.0,f,1,0
5249,21361303,150,154637218,f,1.0,t,13.37362,Private room,,,1125,92,1125,1125.0,t,0,0,0,,,,,t,0,0
5250,558349253019661487,Lifestyle Apartement | Loft in ehemaliger Fabrik,44679830,t,2.0,t,13.42083,Entire home/apt,1.0,1.0,14,3,14,14.0,t,60,90,27,4.7,4.91,4.85,4.41,f,2,0
5251,21639290,"Cosy, close to nature & comfortable",148315489,f,2.0,t,13.29529,Private room,1.0,1.0,60,14,60,60.0,t,25,107,0,4.89,4.96,4.92,4.9,f,0,0
5252,1283154646719680732,Charming Private Living Room,660646698,f,1.0,t,13.170024723931236,Entire home/apt,1.0,1.0,30,1,30,30.0,t,52,172,0,,,,,f,1,0
5253,38725022,Charmantes Einzimmer-Apartment,55499527,f,2.0,f,13.41819,Entire home/apt,,,1125,92,1125,1125.0,t,0,0,0,,,,,f,1,0
5254,998362325729369711,"Blueground | Steglitz, nr Schlossstraße",434485440,f,325.0,t,13.3260938,Entire home/apt,1.0,1.0,1125,334,1125,1125.0,t,60,120,1,4.0,5.0,5.0,3.0,t,318,0
5255,635908206909804760,Lovely terrace apartment in Mitte,352469197,f,1.0,f,13.371536,Entire home/apt,,,1125,2,1125,1125.0,,0,0,0,4.83,4.83,5.0,4.33,f,1,0
5256,41828353,Schöne Toskana Wohnung im Herzen Berlins Berlin,105587747,f,3.0,f,13.46674,Entire home/apt,,,1125,92,1125,1125.0,t,0,0,0,5.0,5.0,5.0,5.0,f,1,0
5257,1021064122459611630,Gemütliches Appartement,365560639,f,1.0,t,13.1247,Entire home/apt,1.0,3.0,105,92,1125,1125.0,t,60,180,0,,,,,t,1,0
5258,839069734231196810,"Studio ""smoking lady"" in the middle of everything",503688202,t,2.0,t,13.416315648315368,Entire home/apt,1.0,1.0,30,5,1125,1125.0,t,27,219,79,4.85,4.88,4.9,4.72,f,2,0
5259,38504089,HUGE Newly Renovated Historic Apartment,6273446,t,1.0,t,13.42449,Entire home/apt,2.0,5.0,730,92,730,730.0,t,0,131,28,4.98,4.95,5.0,4.85,f,1,0
5260,53824354,"spacious, bright and cosy apartment in P.Berg",97974453,f,1.0,t,13.41998,Entire home/apt,1.0,1.0,1125,7,1125,1125.0,t,6,6,10,4.78,4.24,4.88,4.66,f,1,0
5261,22684601,Apartment in the Heart of Prenzlauer Berg,122885380,f,2.0,t,13.42394,Entire home/apt,1.0,2.0,1125,4,1125,1125.0,t,43,332,19,4.67,4.56,4.81,4.53,f,1,0
5262,23510393,Ruhige 3 Zimmer Ferienwohnung im Süden Berlins,175598863,f,3.0,t,13.3964,Entire home/apt,1.0,4.0,1125,2,1125,1125.0,t,43,255,21,4.75,4.59,4.7,4.59,f,2,0
5263,26854907,Apartment Marion,201525538,t,2.0,t,13.21055,Entire home/apt,2.0,4.0,1125,3,1125,1125.0,t,50,345,18,4.87,4.93,4.81,4.68,t,1,0
5264,923746989474476275,Charming flat close to Mauerpark,36978742,f,4.0,t,13.4043374,Entire home/apt,,,28,3,28,28.0,t,0,0,2,5.0,4.5,5.0,4.5,f,1,0
5265,53338866,Scandinavian-Style apartment in Kreuzberg/ Mitte,8133062,f,2.0,t,13.41224,Entire home/apt,,,365,3,365,365.0,t,0,0,0,5.0,5.0,5.0,5.0,f,1,0
5266,883105056436404453,Orce - 2 bedrooms in Kreuzberg,449692327,f,59.0,t,13.38557,Entire home/apt,1.0,2.0,330,92,330,330.0,t,18,288,0,,,,,t,58,0
5267,51148046,Attractive Flat near Charlottenburg & City Center,215027759,f,3.0,t,13.304817618378772,Entire home/apt,1.5,2.0,60,2,1125,1125.0,t,28,39,34,4.56,4.65,4.77,4.44,f,1,0
5268,625797162839816457,Schöneweide No5! zwischen Flughafen und City!,26836482,t,11.0,t,13.5172,Entire home/apt,1.0,2.0,30,2,30,30.0,t,41,249,35,4.8,4.89,4.91,4.73,t,11,0
5269,22527235,Wohnung am Kudamm Adenauerplatz,165343699,f,4.0,f,13.3048,Entire home/apt,,,1125,92,1125,1125.0,,0,0,0,4.48,4.81,4.55,4.68,f,1,0
5270,30849386,SMARTments - Temporary living in Berlin-Karlshorst,148226214,f,23.0,t,13.52475,Hotel room,1.0,1.0,28,7,180,180.0,t,53,358,0,5.0,5.0,4.5,4.5,t,0,0
5271,913095740055564178,Moderne Stadtvilla in Berlin Lichtenberg,516374093,t,1.0,t,13.510830630763715,Entire home/apt,3.5,4.0,28,1,28,28.0,t,47,352,11,4.89,4.74,4.95,4.74,f,1,0
5272,34523476,Cosy place in Neukölln,260554201,f,1.0,t,13.4497,Entire home/apt,,,1125,4,1125,1125.0,t,0,0,12,4.59,4.49,4.65,4.43,f,1,0
5273,959478860587862997,"2BR Apartment, Parking, Wi-Fi, TV in Berlin Karow",281321210,f,1.0,f,13.469328923278802,Entire home/apt,1.0,5.0,180,3,1125,1125.0,t,48,168,7,4.8,4.9,5.0,4.7,f,1,0
5274,16554793,Quiet appartment with terrace near Tegel,37306049,f,1.0,t,13.31089,Entire home/apt,1.0,2.0,100,92,1125,1125.0,t,58,99,0,4.86,5.0,4.71,4.71,t,1,0
5275,42996053,Doppelzimmer am Kudamm,230386042,f,10.0,t,13.33391,Private room,1.0,2.0,1125,3,1125,1125.0,t,59,283,48,4.27,4.49,4.34,4.36,t,1,0
5276,35786780,Stay in your comfort zone,269196922,t,8.0,t,13.4275,Entire home/apt,,,180,90,180,112.0,t,56,210,0,4.4,4.8,4.0,4.0,t,3,0
5277,11579227,Studio  One Room Apartment,61209463,t,5.0,t,13.34995,Entire home/apt,1.0,3.0,1125,6,1125,1118.0,t,41,265,1,4.61,4.71,4.76,4.59,f,5,0
5278,51416437,Designed Hotel Room in Berlin Mitte - Small Plus,415771368,f,21.0,t,13.40163,Private room,1.0,1.0,8,2,8,8.0,t,56,249,0,4.75,5.0,4.5,4.25,t,4,0
5279,1075858576591747990,Flat in Kreuzberg,159810824,t,1.0,f,13.406423458374745,Entire home/apt,1.0,1.0,90,3,90,90.0,t,13,13,21,4.86,4.86,5.0,4.81,f,1,0
5280,811397511699135564,"Privatzimmer, Badezimmer und Küche in Neukölln",48461101,f,1.0,t,13.44378,Private room,,,365,5,365,365.0,t,0,0,6,4.71,4.43,4.93,4.64,f,0,0
5281,43339109,- Elegantes Wohnen nah am Müggelsee -,345165659,f,4.0,t,13.62337,Entire home/apt,1.0,2.0,1125,2,1125,1125.0,t,50,89,2,5.0,4.97,5.0,4.48,f,1,0
5282,37011836,2 Zimmer Appartement in Prenzlauer Berg,82927975,f,14.0,t,13.41197,Private room,,,1125,1,1125,1125.0,t,0,0,0,4.33,4.67,3.83,4.17,t,0,0
5283,997874020037094738,Ruhige Wohnung in bester Lage,15625561,f,1.0,t,13.4070877,Private room,,,10,5,10,10.0,t,0,0,0,5.0,5.0,5.0,5.0,f,0,0
5284,908604778539124166,Numa | Medium Loft Room near Ostkreuz,518507523,f,9.0,t,13.4663866,Entire home/apt,1.0,1.0,365,3,999,999.0,t,43,317,77,4.58,4.46,4.76,4.35,t,9,0
5285,1186198403705585599,Mysigt vid Alexanderplatz,131765042,f,1.0,t,13.426706241278085,Entire home/apt,1.0,1.0,365,1,365,365.0,t,9,42,11,5.0,4.73,4.91,4.82,t,1,0
5286,40615625,Cloud Room in the Center of Berlin,286494,f,13.0,t,13.41871,Private room,1.0,1.0,1125,4,1125,978.8,t,44,345,53,4.78,4.78,4.82,4.72,f,2,0
5287,38872791,"Direkt am Alexanderplatz, mit toller Aussicht!",208161450,f,10.0,t,13.420926924612187,Entire home/apt,1.0,1.0,100,3,100,100.0,t,34,66,52,4.82,4.53,4.94,4.74,f,7,0
5288,45475523,Numa | XL Studio with Kitchen & Balcony,367824579,f,6.0,t,13.39975,Entire home/apt,1.0,1.0,1125,3,999,999.0,t,56,332,35,4.71,4.84,4.78,4.53,f,6,0
5289,1099342718748118516,"Kinky boudoir, cosy & beautiful",2139302,t,3.0,t,13.432809827830567,Entire home/apt,1.0,1.0,365,2,365,365.0,t,27,28,11,5.0,4.73,5.0,4.73,f,1,0
5290,1086022606279124403,SMARTments - Temporary living in Berlin-Karlshorst,148226214,f,23.0,t,13.5255529,Private room,1.0,1.0,365,7,180,180.0,t,59,364,1,5.0,5.0,5.0,5.0,t,0,0
5291,1060810058187325599,Perfect Studio at Friedrichshain,376961462,f,142.0,t,13.464585,Entire home/apt,1.0,1.0,180,92,180,180.0,t,59,269,0,,,,,f,35,0
5292,1071439027591774805,Beautiful apartment in Berlin Kreuzkölln,420359631,f,1.0,t,13.434427735454529,Entire home/apt,,,10,3,10,10.0,,0,0,0,,,,,f,1,0
5293,19727214,"Lit, Modern&Cozy flat in an Unbeatable location",31281588,t,2.0,t,13.44958,Entire home/apt,1.0,3.0,730,1,1125,1125.0,t,14,14,2,4.81,4.52,4.9,4.56,f,1,0
5294,1224276978990104545,Cozy Loft with balcony at water in Xberg,535105461,f,3.0,t,13.40304,Entire home/apt,1.0,1.0,365,3,365,365.0,t,58,130,9,4.67,4.33,4.22,4.44,t,3,0
5295,44222934,Coole zentrale Altbauwohnung,350185347,f,1.0,t,13.46828,Entire home/apt,1.0,2.0,40,2,40,40.0,t,32,33,2,4.75,4.79,4.79,4.75,f,1,0
5296,25355594,Finnhütte lovely small house Berlin,19553768,t,6.0,t,13.54647,Entire home/apt,1.0,2.0,180,1,1125,1125.0,t,11,11,10,4.93,4.73,5.0,4.85,f,1,0
5297,20952026,Big Apartment 120m² with nice Garden,5266706,f,3.0,t,13.40392,Private room,,,1125,92,1125,1125.0,t,0,0,0,4.67,4.33,4.67,4.33,t,0,0
5298,31278404,RomanticStyle Apartment Berlin near Alexanderplatz,2569632,f,8.0,t,13.42041,Entire home/apt,1.0,4.0,365,2,365,365.0,t,46,203,1,4.71,4.71,4.79,4.5,t,4,0
5299,1266456412555078405,Studio in the old factory,63951654,t,6.0,t,13.48309590503499,Entire home/apt,1.0,1.0,365,5,365,365.0,t,32,330,5,5.0,5.0,5.0,5.0,f,4,0
5300,3367119,Charming private bedroom Kreuzberg Berlin,4618347,f,4.0,t,13.38204,Private room,1.5,2.0,92,92,92,92.0,t,60,365,0,4.95,5.0,4.95,4.9,f,0,0
5301,53937475,Cozy room in sunny apartment,7333071,t,1.0,t,13.42838,Private room,1.0,1.0,15,3,15,15.0,t,55,333,39,4.9,4.82,4.9,4.72,f,0,0
5302,680212726809919215,Lankwitz Wohnung Balkon/Küche Verkehrsanbindung,255702685,f,1.0,t,13.35744,Entire home/apt,1.0,2.0,365,93,1125,1125.0,t,60,365,0,5.0,5.0,5.0,5.0,f,1,0
5303,21144414,central & quiet - comfy room in Berlin Schöneberg,63383390,f,1.0,t,13.361650661212268,Private room,1.0,2.0,730,7,730,730.0,t,16,102,36,4.81,4.69,4.91,4.69,f,0,0
5304,35764027,24m2 room in cosy big flat,22839486,f,1.0,t,13.38646,Private room,2.0,1.0,1125,92,1125,1125.0,t,0,143,0,,,,,f,0,0
5305,759398530043153093,Penthouse Wohnung Dachterrasse | Nähe Prenzl. Berg,15210453,t,4.0,t,13.42706,Entire home/apt,1.0,2.0,30,7,1125,1125.0,t,7,47,13,4.97,4.97,5.0,4.81,f,1,0
5306,558489051475905817,★Boxi Jungle House★ unique in Friedrichshain | 3BR,59696083,t,15.0,t,13.46292,Entire home/apt,3.0,3.0,85,4,1125,1125.0,t,54,258,37,4.78,4.62,4.9,4.57,f,1,0
5307,1248340069150762175,"Blueground | Kreuzberg, move-in-ready + kitchen",434485440,f,325.0,t,13.3925628,Entire home/apt,1.0,1.0,1125,334,1125,1125.0,t,0,203,0,,,,,t,318,0
5308,1163709087996552561,Zentral am Ostkreuz,539386282,f,1.0,t,13.4659231,Entire home/apt,1.0,4.0,365,92,1125,1125.0,t,60,270,0,,,,,t,1,0
5309,751825079782398231,Prenzlauer Berg - großes Zimmer in Altbauwohnung,486148295,f,2.0,t,13.4096,Private room,1.0,1.0,20,2,20,20.0,t,39,321,19,4.9,4.89,4.95,4.82,f,0,0
5310,853156158613389991,Stylish Apartment in Central West Berlin,33349791,t,4.0,t,13.3217943,Entire home/apt,1.0,1.0,730,60,730,730.0,t,45,350,5,4.89,5.0,4.89,4.56,f,3,0
5311,1236289223048188355,Spacious room close to Alexanderplatz,45739745,f,3.0,t,13.41855,Private room,1.0,1.0,10,2,10,10.0,t,0,69,5,5.0,4.8,5.0,4.8,f,0,0
5312,38389171,Grosser Pavillion nähe schönen Weißensee,1594352,t,7.0,t,13.4575,Entire home/apt,1.0,2.0,720,5,1125,1125.0,t,49,79,30,4.78,4.88,4.84,4.65,f,2,0
5313,1020170006534461523,Bright flat in Friedrichshain - 2 rooms,35503346,f,1.0,t,13.4677314,Entire home/apt,1.0,2.0,365,3,365,365.0,t,14,14,9,5.0,4.78,5.0,4.89,f,1,0
5314,7560830,Heval's 4-Room Grand Appartment,39257044,f,7.0,t,13.38614,Entire home/apt,2.0,11.0,1125,4,1125,1125.0,t,1,22,0,4.47,4.47,4.78,4.2,f,5,0
5315,1233350892637137667,Monkey Collective Seven - 12 Monkeys Apartments,597725312,f,6.0,t,13.42835,Entire home/apt,,,90,3,90,90.0,t,49,351,2,3.0,4.0,4.5,3.5,t,6,0
5316,1259573900057481040,Sonniges Haus: ruhig und zentral,56454046,f,1.0,t,13.384639698457772,Entire home/apt,3.0,3.0,365,94,365,365.0,,60,365,0,,,,,f,1,0
5317,999348495834833641,Cozy apartment in Charlottenburg,541281075,f,1.0,t,13.3185457,Entire home/apt,1.0,2.0,365,92,365,365.0,t,59,269,0,,,,,f,1,0
5318,53161115,Apartment Hotel Wittenau,346755219,f,14.0,t,13.33119,Private room,1.0,2.0,365,1,365,365.0,t,60,70,12,4.55,4.68,4.74,4.53,f,0,0
5319,19619437,"Cosy room in Reinickendorf, near Airport Tegel",137991811,t,1.0,t,13.30228,Private room,1.5,2.0,7,1,7,7.0,t,43,309,64,4.95,4.95,4.98,4.9,f,0,0
5320,9225893,Phantastic living with big balcony,34449068,f,10.0,t,13.32399,Entire home/apt,1.0,1.0,360,92,360,360.0,t,60,90,0,4.96,4.97,4.96,4.84,t,1,0
5321,863593505561736460,"Lausitzer Loft, neben dem Paul-Linke-Ufer",31142978,t,4.0,t,13.4275368,Entire home/apt,2.0,3.0,21,3,21,21.0,t,43,149,22,4.59,4.66,4.71,4.39,f,3,0
5322,936860732328180487,Cozy clean characteristic room,116666085,t,2.0,t,13.40065728707229,Private room,1.5,2.0,28,2,28,28.0,t,51,81,40,4.81,4.92,4.95,4.75,t,0,0
5323,12015050,Airbnb Berlin Centre of Prenzlauer Berg + balcony,161221,t,8.0,t,13.42234,Entire home/apt,1.0,3.0,62,3,1125,1125.0,t,31,317,43,4.88,4.92,4.95,4.68,f,7,0
5324,18443210,Architektenwohnung in Kreuzberg,25049986,t,13.0,t,13.396867,Entire home/apt,1.0,1.0,30,1,1125,1125.0,t,49,354,83,4.74,4.79,4.78,4.58,t,12,0
5325,1043374176541690237,Quite central renovated flat (at least 2 nights),218584654,f,1.0,t,13.33254,Entire home/apt,1.0,1.0,90,1,90,90.0,t,49,259,15,4.4,3.93,4.8,4.47,f,1,0
5326,53955003,Beautiful Apartment in the centre of Berlin,116683513,t,9.0,t,13.40803,Private room,1.0,2.0,30,7,30,30.0,t,50,61,0,4.54,4.15,4.62,4.38,f,0,0
5327,668696330837337558,Modern flat in Neukölln / Kreuzberg,296678468,f,5.0,f,13.43209,Entire home/apt,1.0,2.0,365,6,1125,1125.0,t,22,323,22,4.8,4.93,4.84,4.63,t,1,0
5328,1262839338621798782,"Inspiring, Bright Loft • Garage | WiFi | Bicycle",16228053,t,15.0,t,13.4314335,Entire home/apt,1.0,2.0,365,3,365,365.0,t,47,349,4,4.75,4.5,5.0,4.5,f,3,0
5329,639833745723394824,Urban loft room Berlin,306404023,f,1.0,t,13.44995,Private room,1.5,1.0,1125,3,1125,1125.0,t,52,357,0,5.0,5.0,5.0,5.0,f,0,0
5330,1103707748098200614,Idyllisches Zimmer in Wohnung am Fluss,91280141,f,1.0,t,13.42957,Private room,1.5,1.0,60,1,60,60.0,t,0,173,0,,,,,f,0,0
5331,1188256454206026066,Beautiful Getaway with Balcony Behind Kudamm,308441,f,10.0,t,13.345760988006049,Entire home/apt,1.0,1.0,365,4,365,365.0,t,51,356,15,4.67,4.47,4.8,4.6,f,3,0
5332,640160204406168059,Modernes Appartement mit Naturmaterialen,25049986,t,13.0,t,13.396948054432867,Entire home/apt,1.0,1.0,30,1,1125,1125.0,t,32,335,92,4.72,4.78,4.79,4.67,t,12,0
5333,1082511976310730923,SMARTments Serviced Apartment- Studio in City-West,113215550,t,14.0,t,13.3278325,Entire home/apt,1.0,1.0,365,7,180,180.0,t,55,357,1,5.0,5.0,5.0,5.0,t,1,0
5334,43965848,5 Personen Altbau Kurfürstendamm - Shakespeare,352133902,t,7.0,t,13.32251,Entire home/apt,1.0,3.0,1125,1,1125,1125.0,t,12,120,43,4.84,4.84,4.82,4.82,f,4,0
5335,54314069,100 sqm! Charming 3 rooms+balcony Friedrichshain,4026038,f,8.0,t,13.46649,Entire home/apt,1.0,2.0,365,50,365,365.0,t,47,352,3,4.8,4.8,4.8,4.8,f,6,0
5336,583916,Gästeappartement in Rudow (App. 2),2877505,f,2.0,t,13.47963,Entire home/apt,1.0,1.0,30,5,30,30.0,t,38,337,18,4.5,4.72,4.66,4.47,f,2,0
5337,13991862,Möbliertes Einzelzimmer mit Computerarbeitsplatz,83471155,f,3.0,t,13.548126524507325,Private room,1.0,1.0,365,92,365,365.0,t,0,209,1,4.33,4.33,4.33,4.33,f,0,0
5338,1102147252827131133,Damaschke Apartment mit 3-Bettzimmer und Balkon,553796746,t,6.0,t,13.3008676,Private room,1.0,3.0,365,3,365,365.0,t,58,178,8,4.88,5.0,4.88,4.5,f,0,0
5339,1185362314531639408,KudammBeauty-App-160m²-4Rooms-2toilet-Balcony,373606229,t,14.0,t,13.3112764,Entire home/apt,2.0,4.0,365,3,365,361.9,t,28,235,28,4.79,4.75,4.86,4.71,t,14,0
5340,1207923420449010875,Zentrales WG Zimmer mit Terasse,535622296,t,2.0,t,13.328913904240624,Private room,1.5,1.0,365,1,365,365.0,t,0,89,0,,,,,f,0,0
5341,1303563631602608083,Sun Flower B&B,587705074,f,1.0,t,13.365448578723502,Private room,1.0,1.0,1125,1,1125,1125.0,t,35,316,4,5.0,4.5,5.0,4.5,f,0,0
5342,27773813,☆ Top-Zimmer Wohlfühlen Wilmersdorf / Steglitz  ☆,9803219,t,1.0,t,13.3134,Private room,1.0,1.0,1125,5,1125,1125.0,t,24,104,12,4.89,4.66,4.91,4.75,f,0,0
5343,1102209222226097326,Komfortables Apartment mit 2-Bettzimmer und Loggia,553796746,t,6.0,t,13.3006686,Private room,1.0,2.0,365,3,365,365.0,t,58,178,4,5.0,5.0,5.0,4.75,f,0,0
5344,37962902,Sunny 2 Room Apartment With Terrace,30957235,f,2.0,t,13.43495,Entire home/apt,1.0,2.0,180,92,180,180.0,t,49,169,0,4.8,4.8,5.0,4.8,f,1,0
5345,1024800699517541161,Cosy Studio @Boxhagener Platz in Friedrichshain,7437570,t,1.0,t,13.462703784898244,Entire home/apt,1.0,1.0,730,4,1125,1125.0,t,29,322,28,4.91,4.97,4.97,4.76,f,1,0
5346,48745804,Central Stylish Sweet Studio G,120054754,t,5.0,t,13.36324,Entire home/apt,1.0,2.0,1125,7,1125,1125.0,t,17,137,52,4.8,4.7,4.79,4.66,t,2,0
5347,959892762791345922,"Penthouse Apartment Duo, 3 weeks stay and more",71613847,f,34.0,t,13.519843,Entire home/apt,1.0,1.0,181,21,27,27.0,t,60,365,1,5.0,5.0,5.0,5.0,t,32,0
5348,1016511173026933791,Garden Loft 80,543251525,t,9.0,t,13.29622239361647,Entire home/apt,1.0,1.0,365,3,6,6.0,t,54,359,5,4.83,5.0,5.0,4.67,t,9,0
5349,716514554409756604,Apt. with a private Sauna in old Berlin factory,1153297,f,3.0,t,13.4377,Entire home/apt,1.0,1.0,300,4,300,300.0,t,55,120,39,4.71,4.82,4.54,4.54,f,3,0
5350,1152005650183927198,Stylisches Apartment im 3.OG mit Lift in Berlin,567693994,t,17.0,t,13.463585186783588,Entire home/apt,1.0,1.0,1125,1,1125,89.0,t,60,362,2,5.0,5.0,5.0,5.0,t,17,0
5351,673735195261507687,Lovely private room situated in central Berlin,384900577,t,2.0,t,13.3477,Private room,1.0,2.0,30,2,30,30.0,t,4,4,15,4.96,4.93,5.0,4.96,f,0,0
5352,863106789917399523,Luftschloss in Friedrichshain,2840022,t,8.0,t,13.47334,Private room,1.5,2.0,7,2,7,7.0,t,45,249,64,4.76,4.49,4.85,4.65,f,0,0
5353,1302779014212256202,Fewo am Schloss Charlottenburg,340129312,f,12.0,t,13.29777,Entire home/apt,1.0,1.0,60,2,60,60.0,t,48,349,0,,,,,f,5,0
5354,960681823410612634,Fetish Suite in der Hauptstadt Berlin,62578254,f,1.0,t,13.38294,Entire home/apt,1.5,2.0,3,1,3,3.0,t,59,364,0,,,,,f,1,0
5355,1173838248208686025,Großes Zimmer in ruhiger Lage,582078143,t,1.0,t,13.44298,Private room,1.0,2.0,365,1,365,365.0,t,50,355,18,5.0,4.89,4.89,4.89,f,0,0
5356,12226042,Rosi`s hideaway stilvoll wohlfühlen in Haus&Garten,35275726,f,2.0,t,13.29662,Entire home/apt,2.0,2.0,365,90,365,365.0,t,18,323,0,4.9,4.87,4.99,4.92,f,1,0
5357,52176615,Ferienwohnung/App. für 2 Gäste mit 59m² in Berlin (147572),238028559,f,1329.0,t,13.53195,Entire home/apt,1.0,2.0,365,92,365,169.7,t,58,229,0,4.0,5.0,4.0,4.0,t,4,0
5358,47467121,Room in penthouse apartment with rooftop,15210453,t,4.0,t,13.42549,Private room,1.0,1.0,365,1,1125,1125.0,t,32,48,21,4.98,5.0,5.0,5.0,f,1,0
5359,1036007693951785822,Central cozy Design Apartment,31581722,f,4.0,t,13.41109,Entire home/apt,1.0,1.0,365,1,365,365.0,t,0,74,8,5.0,4.88,5.0,5.0,f,1,0
5360,1031018346439418185,Traumhaft großzügige Wg in PrenzlauerBerg/Mitte!,33967377,t,22.0,t,13.4037954,Entire home/apt,2.0,3.0,100,4,100,100.0,t,47,128,21,5.0,5.0,5.0,4.9,f,2,0
5361,1239620948994615173,Unterkunft in Prenzlauer Berg,650513431,f,1.0,t,13.4241427,Entire home/apt,1.0,1.0,6,2,6,6.0,t,14,38,14,5.0,5.0,5.0,4.93,f,1,0
